"unom";"source";"result";"postal_code";"country";"region_fias_id";"region_kladr_id";"region_with_type";"region_type";"region_type_full";"region";"area_fias_id";"area_kladr_id";"area_with_type";"area_type";"area_type_full";"area";"city_fias_id";"city_kladr_id";"city_with_type";"city_type";"city_type_full";"city";"city_area";"city_district_fias_id";"city_district_kladr_id";"city_district_with_type";"city_district_type";"city_district_type_full";"city_district";"settlement_fias_id";"settlement_kladr_id";"settlement_with_type";"settlement_type";"settlement_type_full";"settlement";"street_fias_id";"street_kladr_id";"street_with_type";"street_type";"street_type_full";"street";"house_fias_id";"house_kladr_id";"house_type";"house_type_full";"house";"block_type";"block_type_full";"block";"flat_type";"flat_type_full";"flat";"flat_area";"square_meter_price";"flat_price";"postal_box";"fias_id";"fias_code";"fias_level";"fias_actuality_state";"kladr_id";"capital_marker";"okato";"oktmo";"tax_office";"tax_office_legal";"timezone";"geo_lat";"geo_lon";"beltway_hit";"beltway_distance";"qc_geo";"qc_complete";"qc_house";"qc";"unparsed_parts";"metro" 
"862";"город Москва, Армавирская улица, дом 23/18";"г Москва, ул Армавирская, д 23/18";"109382";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-восточный";"";"";"р-н Люблино";"р-н";"район";"Люблино";"";"";"";"";"";"";"69bb9e16-cacf-49e3-810f-55451c370007";"77000000000015700";"ул Армавирская";"ул";"улица";"Армавирская";"dba0960b-e7cf-4e66-b76c-8d3973fedb36";"7700000000001570017";"д";"дом";"23/18";"";"";"";"";"";"";"";"151207";"";"";"dba0960b-e7cf-4e66-b76c-8d3973fedb36";"77000000000000001570017";"8";"0";"7700000000001570017";"0";"45290568000";"45389000";"7723";"7723";"UTC+3";"55.6726797";"37.752602";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Люблинско-Дмитровская', 'name': 'Люблино'}, {'distance': 1.6, 'line': 'Люблинско-Дмитровская', 'name': 'Братиславская'}, {'distance': 2.0, 'line': 'Люблинско-Дмитровская', 'name': 'Волжская'}]"
"870";"город Москва, улица Инессы Арманд, дом 4, корпус 2";"г Москва, ул Инессы Арманд, д 4 к 2";"117463";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-западный";"";"";"р-н Ясенево";"р-н";"район";"Ясенево";"";"";"";"";"";"";"203cd8e9-3441-4eeb-a129-80062d569cd0";"77000000000324400";"ул Инессы Арманд";"ул";"улица";"Инессы Арманд";"d765716b-4407-46d6-82cc-7546e5d220d9";"7700000000032440006";"д";"дом";"4";"к";"корпус";"2";"";"";"";"";"186338";"";"";"d765716b-4407-46d6-82cc-7546e5d220d9";"77000000000000032440006";"8";"0";"7700000000032440006";"0";"45293598000";"45910000";"7728";"7728";"UTC+3";"55.5925634";"37.5437605";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.1, 'line': 'Бутовская', 'name': 'Битцевский парк'}, {'distance': 1.2, 'line': 'Калужско-Рижская', 'name': 'Новоясеневская'}, {'distance': 1.6, 'line': 'Калужско-Рижская', 'name': 'Ясенево'}]"
"872";"город Москва, улица Инессы Арманд, дом 8/17";"г Москва, ул Инессы Арманд, д 8/17";"117463";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-западный";"";"";"р-н Ясенево";"р-н";"район";"Ясенево";"";"";"";"";"";"";"203cd8e9-3441-4eeb-a129-80062d569cd0";"77000000000324400";"ул Инессы Арманд";"ул";"улица";"Инессы Арманд";"a80483c0-042d-43a5-bad3-baacb45662e9";"7700000000032440014";"д";"дом";"8/17";"";"";"";"";"";"";"";"161072";"";"";"a80483c0-042d-43a5-bad3-baacb45662e9";"77000000000000032440014";"8";"0";"7700000000032440014";"0";"45293598000";"45910000";"7728";"7728";"UTC+3";"55.5896718";"37.5446214";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.4, 'line': 'Бутовская', 'name': 'Битцевский парк'}, {'distance': 1.5, 'line': 'Калужско-Рижская', 'name': 'Новоясеневская'}, {'distance': 2.0, 'line': 'Калужско-Рижская', 'name': 'Ясенево'}]"
"873";"город Москва, улица Инессы Арманд, дом 11";"г Москва, ул Инессы Арманд, д 11";"117463";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Юго-западный";"";"";"р-н Ясенево";"р-н";"район";"Ясенево";"";"";"";"";"";"";"203cd8e9-3441-4eeb-a129-80062d569cd0";"77000000000324400";"ул Инессы Арманд";"ул";"улица";"Инессы Арманд";"5b3d5e64-329e-4bca-a823-795a48ac82ef";"7700000000032440018";"д";"дом";"11";"";"";"";"";"";"";"";"183730";"";"";"5b3d5e64-329e-4bca-a823-795a48ac82ef";"77000000000000032440018";"8";"0";"7700000000032440018";"0";"45293598000";"45910000";"7728";"7728";"UTC+3";"55.5901104";"37.5474886";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.2, 'line': 'Бутовская', 'name': 'Битцевский парк'}, {'distance': 1.4, 'line': 'Калужско-Рижская', 'name': 'Новоясеневская'}, {'distance': 2.0, 'line': 'Калужско-Рижская', 'name': 'Ясенево'}]"
"874";"город Москва, Армянский переулок, дом 1/8, строение 1";"г Москва, пер Армянский, д 1/8 стр 1";"101000";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Центральный";"";"";"р-н Басманный";"р-н";"район";"Басманный";"";"";"";"";"";"";"a103fd89-565c-45bc-a8f5-74fa09cd1589";"77000000000076600";"пер Армянский";"пер";"переулок";"Армянский";"155e3c00-0ec1-4a8d-89a2-2c771b1b06be";"7700000000007660001";"д";"дом";"1/8";"стр";"строение";"1";"";"";"";"";"347782";"";"";"155e3c00-0ec1-4a8d-89a2-2c771b1b06be";"77000000000000007660001";"8";"0";"7700000000007660001";"0";"45286555000";"45375000";"7701";"7701";"UTC+3";"55.7610196";"37.6346015";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.5, 'line': 'Сокольническая', 'name': 'Чистые пруды'}, {'distance': 0.5, 'line': 'Калужско-Рижская', 'name': 'Тургеневская'}, {'distance': 0.5, 'line': 'Калужско-Рижская', 'name': 'Китай-город'}]"
"879";"город Москва, Армянский переулок, дом 4";"г Москва, пер Армянский, д 4";"101000";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Центральный";"";"";"р-н Басманный";"р-н";"район";"Басманный";"";"";"";"";"";"";"a103fd89-565c-45bc-a8f5-74fa09cd1589";"77000000000076600";"пер Армянский";"пер";"переулок";"Армянский";"aaa1035a-f83f-41b8-ab2b-49c6f7c558e6";"7700000000007660021";"д";"дом";"4";"";"";"";"";"";"";"";"306351";"";"";"aaa1035a-f83f-41b8-ab2b-49c6f7c558e6";"77000000000000007660021";"8";"0";"7700000000007660021";"0";"45286555000";"45375000";"7701";"7701";"UTC+3";"55.7593351";"37.637004";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.5, 'line': 'Калужско-Рижская', 'name': 'Китай-город'}, {'distance': 0.6, 'line': 'Таганско-Краснопресненская', 'name': 'Китай-город'}, {'distance': 0.6, 'line': 'Сокольническая', 'name': 'Чистые пруды'}]"
"881";"город Москва, улица Артамонова, дом 1";"г Москва, ул Артамонова, д 1";"121357";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Фили-Давыдково";"р-н";"район";"Фили-Давыдково";"";"";"";"";"";"";"048ce906-6741-4922-a8a7-37154b6e357b";"77000000000076700";"ул Артамонова";"ул";"улица";"Артамонова";"3cb2202a-f2d9-4b14-bf60-b14a0761a210";"7700000000007670001";"д";"дом";"1";"";"";"";"";"";"";"";"184060";"";"";"3cb2202a-f2d9-4b14-bf60-b14a0761a210";"77000000000000007670001";"8";"0";"7700000000007670001";"0";"45268597000";"45329000";"7731";"7731";"UTC+3";"55.7191395";"37.4612875";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.3, 'line': 'Арбатско-Покровская', 'name': 'Славянский бульвар'}, {'distance': 1.6, 'line': 'Филёвская', 'name': 'Кунцевская'}, {'distance': 1.6, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"888";"город Москва, улица Артамонова, дом 7, корпус 2";"г Москва, ул Артамонова, д 7 к 2";"121357";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Фили-Давыдково";"р-н";"район";"Фили-Давыдково";"";"";"";"";"";"";"048ce906-6741-4922-a8a7-37154b6e357b";"77000000000076700";"ул Артамонова";"ул";"улица";"Артамонова";"ec3a7b9d-8a6e-447d-af34-f696065e6bcb";"7700000000007670014";"д";"дом";"7";"к";"корпус";"2";"";"";"";"";"188137";"";"";"ec3a7b9d-8a6e-447d-af34-f696065e6bcb";"77000000000000007670014";"8";"0";"7700000000007670014";"0";"45268597000";"45329000";"7731";"7731";"UTC+3";"55.7184273";"37.4597202";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.4, 'line': 'Арбатско-Покровская', 'name': 'Славянский бульвар'}, {'distance': 1.6, 'line': 'Филёвская', 'name': 'Кунцевская'}, {'distance': 1.6, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"889";"город Москва, улица Артамонова, дом 8, корпус 1";"г Москва, ул Артамонова, д 8 к 1";"121357";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Фили-Давыдково";"р-н";"район";"Фили-Давыдково";"";"";"";"";"";"";"048ce906-6741-4922-a8a7-37154b6e357b";"77000000000076700";"ул Артамонова";"ул";"улица";"Артамонова";"e45076e9-b806-4311-a015-45c49c504e85";"7700000000007670015";"д";"дом";"8";"к";"корпус";"1";"";"";"";"";"160542";"";"";"e45076e9-b806-4311-a015-45c49c504e85";"77000000000000007670015";"8";"0";"7700000000007670015";"0";"45268597000";"45329000";"7731";"7731";"UTC+3";"55.7196939";"37.4575568";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.4, 'line': 'Арбатско-Покровская', 'name': 'Славянский бульвар'}, {'distance': 1.4, 'line': 'Филёвская', 'name': 'Кунцевская'}, {'distance': 1.4, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"891";"город Москва, улица Артамонова, дом 9, корпус 1";"г Москва, ул Артамонова, д 9 к 1";"121357";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Фили-Давыдково";"р-н";"район";"Фили-Давыдково";"";"";"";"";"";"";"048ce906-6741-4922-a8a7-37154b6e357b";"77000000000076700";"ул Артамонова";"ул";"улица";"Артамонова";"18a1e0fd-763a-43fc-8d64-2639d549317a";"7700000000007670018";"д";"дом";"9";"к";"корпус";"1";"";"";"";"";"196097";"";"";"18a1e0fd-763a-43fc-8d64-2639d549317a";"77000000000000007670018";"8";"0";"7700000000007670018";"0";"45268597000";"45329000";"7731";"7731";"UTC+3";"55.7189099";"37.4579236";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.4, 'line': 'Арбатско-Покровская', 'name': 'Славянский бульвар'}, {'distance': 1.5, 'line': 'Филёвская', 'name': 'Кунцевская'}, {'distance': 1.5, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}]"
"896";"город Москва, улица Артамонова, дом 12, корпус 2";"г Москва, ул Артамонова, д 12 к 2";"121357";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Фили-Давыдково";"р-н";"район";"Фили-Давыдково";"";"";"";"";"";"";"048ce906-6741-4922-a8a7-37154b6e357b";"77000000000076700";"ул Артамонова";"ул";"улица";"Артамонова";"50bceb41-b6f7-406f-b2e4-95998f39b2bf";"7700000000007670026";"д";"дом";"12";"к";"корпус";"2";"";"";"";"";"212000";"";"";"50bceb41-b6f7-406f-b2e4-95998f39b2bf";"77000000000000007670026";"8";"0";"7700000000007670026";"0";"45268597000";"45329000";"7731";"7731";"UTC+3";"55.7201479";"37.4558781";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.3, 'line': 'Филёвская', 'name': 'Кунцевская'}, {'distance': 1.3, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}, {'distance': 1.4, 'line': 'Арбатско-Покровская', 'name': 'Славянский бульвар'}]"
"899";"город Москва, улица Артамонова, дом 13, корпус 2";"г Москва, ул Артамонова, д 13 к 2";"121357";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Фили-Давыдково";"р-н";"район";"Фили-Давыдково";"";"";"";"";"";"";"048ce906-6741-4922-a8a7-37154b6e357b";"77000000000076700";"ул Артамонова";"ул";"улица";"Артамонова";"6bc474f0-2e6d-4b79-93f9-b273e51b3b07";"7700000000007670029";"д";"дом";"13";"к";"корпус";"2";"";"";"";"";"185749";"";"";"6bc474f0-2e6d-4b79-93f9-b273e51b3b07";"77000000000000007670029";"8";"0";"7700000000007670029";"0";"45268597000";"45329000";"7731";"7731";"UTC+3";"55.717822";"37.4542121";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.5, 'line': 'Филёвская', 'name': 'Кунцевская'}, {'distance': 1.5, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}, {'distance': 1.7, 'line': 'Арбатско-Покровская', 'name': 'Славянский бульвар'}]"
"900";"город Москва, улица Артамонова, дом 14, корпус 1";"г Москва, ул Артамонова, д 14 к 1";"121357";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Западный";"";"";"р-н Фили-Давыдково";"р-н";"район";"Фили-Давыдково";"";"";"";"";"";"";"048ce906-6741-4922-a8a7-37154b6e357b";"77000000000076700";"ул Артамонова";"ул";"улица";"Артамонова";"b3cb3004-97b0-4da0-afcd-c5dc1e826316";"7700000000007670031";"д";"дом";"14";"к";"корпус";"1";"";"";"";"";"178402";"";"";"b3cb3004-97b0-4da0-afcd-c5dc1e826316";"77000000000000007670031";"8";"0";"7700000000007670031";"0";"45268597000";"45329000";"7731";"7731";"UTC+3";"55.7191849";"37.454965";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 1.4, 'line': 'Филёвская', 'name': 'Кунцевская'}, {'distance': 1.4, 'line': 'Арбатско-Покровская', 'name': 'Кунцевская'}, {'distance': 1.5, 'line': 'Арбатско-Покровская', 'name': 'Славянский бульвар'}]"
"910";"город Москва, Артековская улица, дом 2, корпус 2";"г Москва, ул Артековская, д 2 к 2";"117452";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Нагорный";"р-н";"район";"Нагорный";"";"";"";"";"";"";"5d18865b-9a20-4973-94cb-e7c373d00182";"77000000000076800";"ул Артековская";"ул";"улица";"Артековская";"8b6d29b3-f8b1-4f18-a94b-0225575684e0";"7700000000007680002";"д";"дом";"2";"к";"корпус";"2";"";"";"";"";"231204";"";"";"8b6d29b3-f8b1-4f18-a94b-0225575684e0";"77000000000000007680002";"8";"0";"7700000000007680002";"0";"45296575000";"45920000";"7726";"7726";"UTC+3";"55.6493935";"37.6120404";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.6, 'line': 'Каховская', 'name': 'Варшавская'}, {'distance': 0.9, 'line': 'Серпуховско-Тимирязевская', 'name': 'Севастопольская'}, {'distance': 1.0, 'line': 'Каховская', 'name': 'Каховская'}]"
"913";"город Москва, Артековская улица, дом 4, корпус 2";"г Москва, ул Артековская, д 4 к 2";"117452";"Россия";"0c5b2444-70a0-4932-980c-b4dc0d3f02b5";"7700000000000";"г Москва";"г";"город";"Москва";"";"";"";"";"";"";"";"";"";"";"";"";"Южный";"";"";"р-н Нагорный";"р-н";"район";"Нагорный";"";"";"";"";"";"";"5d18865b-9a20-4973-94cb-e7c373d00182";"77000000000076800";"ул Артековская";"ул";"улица";"Артековская";"61fe871c-b7ed-4924-a7f0-be7fd2ed9ac7";"7700000000007680007";"д";"дом";"4";"к";"корпус";"2";"";"";"";"";"184893";"";"";"61fe871c-b7ed-4924-a7f0-be7fd2ed9ac7";"77000000000000007680007";"8";"0";"7700000000007680007";"0";"45296575000";"45920000";"7726";"7726";"UTC+3";"55.6484506";"37.6117945";"IN_MKAD";"";"0";"5";"2";"0";"";"[{'distance': 0.7, 'line': 'Каховская', 'name': 'Варшавская'}, {'distance': 0.9, 'line': 'Серпуховско-Тимирязевская', 'name': 'Севастопольская'}, {'distance': 1.0, 'line': 'Серпуховско-Тимирязевская', 'name': 'Чертановская'}]"
