geometry/coordinates/0,geometry/coordinates/1,geometry/type,properties/DatasetId,properties/VersionNumber,properties/ReleaseNumber,properties/RowId,properties/Attributes/DepartamentalAffiliation,properties/Attributes/global_id,properties/Attributes/Photo/0/Photo/0,properties/Attributes/Photo/1/Photo/0,properties/Attributes/AdmArea,properties/Attributes/District,properties/Attributes/Location,properties/Attributes/DogParkArea,properties/Attributes/Elements/0,properties/Attributes/Elements/1,properties/Attributes/Elements/2,properties/Attributes/Elements/3,properties/Attributes/Elements/4,properties/Attributes/Elements/5,properties/Attributes/Elements/6,properties/Attributes/Elements/7,properties/Attributes/Elements/8,properties/Attributes/Elements/9,properties/Attributes/Lighting,properties/Attributes/Fencing,properties/Attributes/WorkingHours/0/DayOfWeek,properties/Attributes/WorkingHours/0/Hours,properties/Attributes/WorkingHours/1/DayOfWeek,properties/Attributes/WorkingHours/1/Hours,properties/Attributes/WorkingHours/2/DayOfWeek,properties/Attributes/WorkingHours/2/Hours,properties/Attributes/WorkingHours/3/DayOfWeek,properties/Attributes/WorkingHours/3/Hours,properties/Attributes/WorkingHours/4/DayOfWeek,properties/Attributes/WorkingHours/4/Hours,properties/Attributes/WorkingHours/5/DayOfWeek,properties/Attributes/WorkingHours/5/Hours,properties/Attributes/WorkingHours/6/DayOfWeek,properties/Attributes/WorkingHours/6/Hours,type,properties/Attributes/Photo/2/Photo/0,properties/Attributes/Photo/3/Photo/0,properties/Attributes/Elements/10,properties/Attributes/Elements/11,properties/Attributes/Elements/12,properties/Attributes/Elements/13,properties/Attributes/Elements/14,properties/Attributes/Elements/15,properties/Attributes/Elements/16,properties/Attributes/Elements/17,properties/Attributes/Elements/18,properties/Attributes/Elements/19,properties/Attributes/Photo/4/Photo/0,properties/Attributes/Photo/5/Photo/0,properties/Attributes/Photo/6/Photo/0,properties/Attributes/Photo/7/Photo/0
37.35818,55.782595,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663479,cf240955-5cc2-44ae-a6c8-0679e0d446e0,42daa232-412b-488e-9ac4-5059e4bc287e,Западный административный округ,район Кунцево,"Советская улица, дом 15",60,балансир для собак,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,634f2746-2061-4ffe-9212-16a5e2b25d0c,8433f4d5-0f12-45cb-b53e-1ca03efc2b37,,,,,,,,,,,,,,
37.511715,55.669474,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272702718,cb0041bb-2543-4206-af3d-585305a34069,0f52b1c6-cb51-4cab-bfd8-81cc07f632c2,Западный административный округ,район Проспект Вернадского,"Ленинский проспект, дом 108, строение 1",431,барьер одинарный,бум для собак,скамья для собаководов,трамплин,урна,,,,,,нет,да,понедельник,07:00-23:00,вторник,07:00-23:00,среда,07:00-23:00,четверг,07:00-23:00,пятница,07:00-23:00,суббота,07:00-23:00,воскресенье,07:00-23:00,Feature,85fe5534-30b1-4073-9dfd-327032b5e4d8,,,,,,,,,,,,,,,
37.498289,55.674898,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272702719,20a1c4cf-7916-4a36-8441-c63d4d17191d,93a7f92d-bf32-4e48-9a4c-5f4588317dc1,Западный административный округ,район Проспект Вернадского,"проспект Вернадского, дом 42, корпус 1",450,барьер одинарный,бум для собак,скамья для собаководов,урна,,,,,,,нет,да,понедельник,07:00-23:00,вторник,07:00-23:00,среда,07:00-23:00,четверг,07:00-23:00,пятница,07:00-23:00,суббота,07:00-23:00,воскресенье,07:00-23:00,Feature,434b4003-9b20-41df-8903-4df32fbba829,,,,,,,,,,,,,,,
37.443503,55.676268,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272702726,cb4a9aed-d5d2-47e2-93d0-70d69cd404a3,77a3c968-ba02-4d10-aaf1-230a53891039,Западный административный округ,район Очаково-Матвеевское,"улица Наташи Ковшовой, дом 29",500,барьер двойной,бум для собак,вышка-лестница (с перилами),горка-лестница (без перил),полоса препятствий,скамья для собаководов,трамплин,,,,нет,да,понедельник,07:00-23:00,вторник,07:00-23:00,среда,07:00-23:00,четверг,07:00-23:00,пятница,07:00-23:00,суббота,07:00-23:00,воскресенье,07:00-23:00,Feature,,,,,,,,,,,,,,,,
37.52755,55.73548,Point,2663,1,95,,Префектура Западного административного округа города Москвы,277726335,4b2cee7f-43f8-41fc-97bd-91e91312ccc4,d4604c10-05e9-4d0c-9960-217e1c8ff8b4,Западный административный округ,район Дорогомилово,"Поклонная улица, дом 12",600,барьер одинарный,вышка-лестница (с перилами),скамья для собаководов,тренировочный снаряд с покрышкой,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,69d19904-5c8d-4912-8671-a17506131d8d,3788ab5d-3a6d-4738-bf8f-83398fb7def2,,,,,,,,,,,,,,
37.439363,55.725905,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272660329,20e85bb2-2d06-42a8-a8ae-823da148d29b,,Западный административный округ,Можайский район,"улица Ращупкина, дом 14, корпус 2",450,барьер одинарный,бум для собак,входной элемент,урна,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.426204,55.726154,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272661188,21213320-c90e-4af8-af2f-6f088d3f74b2,cff93410-deb0-42bb-aaa7-5709ca1b62dc,Западный административный округ,Можайский район,"Гвардейская улица, дом 16, строение 2",900,входной элемент,урна,,,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,f564d9ae-0564-4afa-b747-36761822b9ad,,,,,,,,,,,,,,,
37.411502,55.712324,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272676778,4854698e-975f-4adf-9f55-bb9c6f7b6a0d,,Западный административный округ,Можайский район,"Дорогобужская улица, дом 3",400,барьер змейка,барьер одинарный,бум для собак,входной элемент,горка-лестница (без перил),горка-мостик А-форма,полоса препятствий,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.39703,55.707052,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272676829,1acae7d0-5828-4942-9ae1-4908d19b0eac,,Западный административный округ,Можайский район,"Беловежская улица, дом 73",267,входной элемент,,,,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.397642,55.706148,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272676832,1edb7965-a550-4bc8-b186-a0350fa6aa1d,22729376-10dc-4205-be13-9f8fd9311bfa,Западный административный округ,Можайский район,"Беловежская улица, дом 81",494,входной элемент,,,,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,c26f8bad-eb82-4f4d-bcbc-401121e31183,,,,,,,,,,,,,,,
37.439851,55.714969,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272676834,90c22fdd-19c1-4497-afd8-44ac3bef03ee,,Западный административный округ,Можайский район,"Гжатская улица, дом 8",250,входной элемент,горка-лестница (без перил),,,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.38797,55.720979,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272676857,243ba408-ec55-456c-8a90-524c76e7a394,706226be-044f-4ad9-b83d-b12ff625abda,Западный административный округ,Можайский район,"улица Горбунова, дом 9, корпус 4",744,барьер одинарный,бум для собак,входной элемент,горка-лестница (без перил),тренировочный снаряд с покрышкой,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.490232,55.741207,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663665,2282df6b-7106-4488-abff-9ff23dc5beac,0474d9ea-02fa-4e9a-81f4-b5cd18eb3bc6,Западный административный округ,район Филёвский Парк,"улица Олеко Дундича, дом 13, корпус 1",280,балансир для собак,барьер одинарный,барьер тройной,горка-мостик А-форма,трап,тренировочный снаряд с покрышкой,урна,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,65958adf-17d6-4a51-ac76-2b37c077aa35,9efa8c7f-dd00-468c-b02f-43bc3941c0f2,,,,,,,,,,,89e1a33d-4188-499e-b14e-a0384cd0c242,d12d3339-1c08-4410-9225-76558cc6c864,,
37.402349,55.716794,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272657955,2ec642ff-7dc4-4d17-a7cf-2da05cef8313,,Западный административный округ,Можайский район,"улица Толбухина, дом 2, корпус 1",221,барьер одинарный,входной элемент,вышка-лестница (с перилами),горка-мостик А-форма,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.395158,55.709568,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272657963,eb7462d5-77dd-45f7-8343-655771d85ed4,,Западный административный округ,Можайский район,"Беловежская улица, дом 57",245,балансир для собак,барьер кольца,барьер одинарный,входной элемент,вышка-лестница (с перилами),горка-мостик А-форма,туннель (нора),тренировочный снаряд с покрышкой,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.38456,55.718961,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272657971,40830c5b-d2b5-4988-8708-446b43a8ad6b,,Западный административный округ,Можайский район,"Барвихинская улица, дом 10",600,барьер одинарный,бум для собак,входной элемент,горка-лестница (без перил),тренировочный снаряд с покрышкой,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.565826,55.739524,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663674,524c1a5c-0a41-4e8d-a2e7-2cbe113941dc,,Западный административный округ,район Дорогомилово,"Бережковская набережная, дом 8",64,барьер двойной,горка-лестница (без перил),трамплин,тренировочный снаряд с покрышкой,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.527005,55.736155,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663750,6ea3c0c8-923b-40aa-9caa-50319792a895,,Западный административный округ,район Дорогомилово,"Поклонная улица, дом 12",323,барьер одинарный,вышка-лестница (с перилами),горка-мостик А-форма,скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.555687,55.745238,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663800,a74663ae-4a84-45b9-90d8-3f6d76787d82,7eeed299-9f9a-427b-911b-24f9a1ea4263,Западный административный округ,район Дорогомилово,"Платовская улица, дом 4",268,барьер двойной,бум для собак,вышка-лестница (с перилами),трамплин,тренировочный снаряд с покрышкой,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,f9b8a214-3787-4d8b-aec9-b0ed06c6f9db,,,,,,,,,,,,,,,
37.381878,55.65031,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663868,dddcfa5e-edf5-443e-862e-b571b1ac635f,74788e40-e4d1-4193-bd96-c80949017810,Западный административный округ,район Солнцево,"Производственная улица, дом 1, корпус 1",500,балансир для собак,барьер одинарный,барьер регулируемый,бум для собак,вышка-лестница (с перилами),горка-лестница (без перил),горка-мостик А-форма,скамья для собаководов,трамплин,трап,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,f793948c-bb81-4f23-bf0c-8e539c284560,47a59763-ff9c-4780-99a9-8009228b35ef,тренировочный снаряд с покрышкой,урна,,,,,,,,,813c7be7-d248-4a79-a6bf-bfaa8ee5eb82,7b0647fa-575f-4c6f-be6c-650a8ffdd64b,8afc21cf-b16c-4f96-9ae3-1acbf7c12379,58f8cc2a-ec11-4d9a-a18b-35b93111f1d9
37.493382,55.66165,Point,2663,1,95,,Префектура Западного административного округа города Москвы,278016259,637ec02c-ec87-4531-8978-f641b834307f,,Западный административный округ,район Тропарёво-Никулино,"улица 26-ти Бакинских Комиссаров, дом 10, корпус 6",80,барьер тройной,вышка-лестница (с перилами),тренировочный снаряд с покрышкой,урна,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.553361,55.745321,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663803,ac71fa0c-f1aa-4b64-9bcc-015cae24dc8f,f9f86a10-4e43-4762-bed1-0692e8decfe2,Западный административный округ,район Дорогомилово,"улица Раевского, дом 3",324.8,барьер двойной,бум для собак,горка-лестница (без перил),урна,,,,,,,да,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.570546,55.746791,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272663806,aa318c6a-e449-414b-819c-63d815a03aa6,70c1b7e2-2ec2-443e-896f-d0699bab36ef,Западный административный округ,район Дорогомилово,"набережная Тараса Шевченко, дом 1",600,скамья для собаководов,урна,,,,,,,,,да,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.452482,55.669274,Point,2663,1,95,,Префектура Западного административного округа города Москвы,272691025,c8e963c9-4299-46e3-aed0-fb3832c1a0b0,,Западный административный округ,район Тропарёво-Никулино,"Никулинская улица, дом 23, корпус 1",995.45,скамья для собаководов,,,,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.209181,56.012589,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272394056,fca3e5b3-92d5-4e08-ac5f-5a180a58789b,,Зеленоградский административный округ,район Матушкино,"Панфиловский проспект, дом 3, строение 1",640,барьер кольца,барьер регулируемый,бум для собак,урна,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.201502,56.003484,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272394057,f35337c9-95fa-423c-a32d-bde34b686793,,Зеленоградский административный округ,район Матушкино,"город Зеленоград, корпус 249",200,барьер одинарный,бум для собак,горка-мостик А-форма,скамья для собаководов,тренировочный снаряд с покрышкой,урна,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.205921,55.992542,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272394168,a7ba0118-2ee7-46d9-8aef-52dddc2665b2,,Зеленоградский административный округ,район Матушкино,"город Зеленоград, корпус 442А",260,барьер одинарный,бум для собак,скамья для собаководов,тренировочный снаряд с покрышкой,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.182066,55.988342,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272397813,d3b09ea8-95f7-43d7-aed7-732c4ccf3630,da92baa0-c4ce-4327-b088-f1f4644cda0d,Зеленоградский административный округ,район Силино,"город Зеленоград, корпус 1001",1696,барьер одинарный,бум для собак,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.172859,55.985571,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272397821,52524262-0da6-49fd-90c3-8dde2516629c,,Зеленоградский административный округ,район Силино,"город Зеленоград, корпус 1007",259,барьер одинарный,бум для собак,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.184917,55.998517,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272397851,65a54c15-1031-47e9-a093-17a278f50540,,Зеленоградский административный округ,район Силино,"город Зеленоград, корпус 1113",255,барьер кольца,бум для собак,горка-лестница (без перил),скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.189398,55.99216,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272397852,e6140002-a061-42c4-b412-8082c334a310,,Зеленоградский административный округ,район Силино,"город Зеленоград, корпус 1201",236,барьер двойной,бум для собак,скамья для собаководов,урна,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.194674,55.991429,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272397854,e682a942-f493-49ec-95bf-17f3dac19bd5,,Зеленоградский административный округ,район Силино,"город Зеленоград, корпус 1211",522,барьер двойной,бум для собак,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.191525,55.974816,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272433377,cd3999a1-f001-4846-99b7-75e91b980c41,,Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, корпус 815",442,барьер двойной,бум для собак,вышка-лестница (с перилами),информационный стенд,скамья для собаководов,тренировочный снаряд с покрышкой,урна,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.186149,55.986763,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,323541355,f3f95463-1a20-4897-a5ab-07945f17e61b,5ef92d33-c2f2-4682-8813-8b74f77c1a97,Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, корпус 917",330,барьер двойной,бум для собак,скамья для собаководов,тренировочный снаряд с покрышкой,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,8dd70745-952a-4117-8868-a3d74e62d180,,,,,,,,,,,,,,,
37.255279,55.993629,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,323541362,1dea26a8-e66f-4d1d-93f0-425b71e2dbc8,c724f0cf-d41f-4a46-bcb8-1cdb90a0605d,Зеленоградский административный округ,район Савёлки,"город Зеленоград, корпус 534",330,балансир для собак,барьер двойной,бум для собак,вышка-лестница (с перилами),скамья для собаководов,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,eb6f17c7-c9f5-4433-bbe4-ff5da50ee604,,,,,,,,,,,,,,,
37.158555,55.982186,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272410646,93998d2e-777a-4026-a4ad-ac37ec35acd8,,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1524",367,барьер двойной,бум для собак,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.184642,55.970094,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,639579335,eab19f4f-f5da-4614-8622-4d939ab035da,,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 2301",559,балансир для собак,барьер змейка,барьер кольца,барьер регулируемый,входной элемент,горка-лестница (без перил),горка-мостик А-форма,информационный стенд,скамья для собаководов,урна,да,да,понедельник,08:00-22:00,вторник,08:00-22:00,среда,08:00-22:00,четверг,08:00-22:00,пятница,08:00-22:00,суббота,08:00-22:00,воскресенье,08:00-22:00,Feature,,,,,,,,,,,,,,,,
37.166463,55.975839,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272410428,9ecaf09a-d88e-4d61-b9e4-660355fcd309,,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 2010",429,барьер тройной,бум для собак,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.152333,55.97434,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272410586,c383e2e2-0a6d-4c4c-befb-a65b165136d8,,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1603",358,барьер двойной,бум для собак,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.200116,55.956193,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272676409,05770942-deae-45ac-bd33-36eea9739e30,,Зеленоградский административный округ,район Крюково,"Малинская улица, дом 109",207,барьер двойной,бум для собак,туннель (нора),тренировочный снаряд с покрышкой,урна,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.18591,55.975826,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272410430,1de1c52f-26b7-4ed6-b5dd-79ac9713b365,,Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, корпус 814",240,барьер двойной,бум для собак,скамья для собаководов,урна,,,,,,,да,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.167488,55.978403,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272409820,73c70bfa-9c6f-4f65-b475-45e6fd5e6d9f,,Зеленоградский административный округ,район Крюково,"город Зеленоград, корпус 1801Б",510,барьер одинарный,вышка-лестница (с перилами),скамья для собаководов,урна,,,,,,,нет,да,понедельник,круглосуточно,вторник,круглосуточно,среда,круглосуточно,четверг,круглосуточно,пятница,круглосуточно,суббота,круглосуточно,воскресенье,круглосуточно,Feature,,,,,,,,,,,,,,,,
37.228775,55.987653,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272397837,a1a58fc8-c253-4dd7-998a-aa1e8a801b10,f15b2aca-df4f-4f22-8f5f-11094487b7bb,Зеленоградский административный округ,район Савёлки,"город Зеленоград, корпус 702",590,балансир для собак,барьер змейка,барьер кольца,бум для собак,горка-лестница (без перил),информационный стенд,скамья для собаководов,урна,,,да,да,понедельник,08:00-22:00,вторник,08:00-22:00,среда,08:00-22:00,четверг,08:00-22:00,пятница,08:00-22:00,суббота,08:00-22:00,воскресенье,08:00-22:00,Feature,,,,,,,,,,,,,,,,
37.234429,56.001567,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272401218,8a2b90b2-0f15-42ff-938d-f2a73240d738,,Зеленоградский административный округ,район Савёлки,"город Зеленоград, корпус 521",225,балансир для собак,барьер одинарный,горка-лестница (без перил),,,,,,,,нет,да,понедельник,08:00-22:00,вторник,08:00-22:00,среда,08:00-22:00,четверг,08:00-22:00,пятница,08:00-22:00,суббота,08:00-22:00,воскресенье,08:00-22:00,Feature,,,,,,,,,,,,,,,,
37.220455,55.993805,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272401214,a290e632-e5f1-4dd7-b0cc-1ac32dfa314c,,Зеленоградский административный округ,район Савёлки,"город Зеленоград, корпус 342, строение 1",355,скамья для собаководов,урна,,,,,,,,,нет,да,понедельник,08:00-22:00,вторник,08:00-22:00,среда,08:00-22:00,четверг,08:00-22:00,пятница,08:00-22:00,суббота,08:00-22:00,воскресенье,08:00-22:00,Feature,,,,,,,,,,,,,,,,
37.219845,55.994211,Point,2663,1,95,,Префектура Зеленоградского административного округа города Москвы,272397841,c6f4949e-35d4-4f3d-9036-27839ce4be2b,,Зеленоградский административный округ,район Савёлки,"город Зеленоград, корпус 345",198,барьер кольца,горка-лестница (без перил),урна,,,,,,,,нет,да,понедельник,08:00-22:00,вторник,08:00-22:00,среда,08:00-22:00,четверг,08:00-22:00,пятница,08:00-22:00,суббота,08:00-22:00,воскресенье,08:00-22:00,Feature,,,,,,,,,,,,,,,,
