s_id,name,geom,status,func,url,address,end_year
construction-2030,Стартовые площадки,POINT (37.591752784036 55.657664088856),designed,renov-2023,https://stroi.mos.ru/construction/2030,"кв.14, Болотниковская ул., вл. 31",2021
construction-2035,Стартовые площадки,POINT (37.585554076196 55.659813521381),designed,renov-2023,https://stroi.mos.ru/construction/2035,"кв. 37, Керченская ул., вл. 2",2021
construction-2028,Стартовые площадки,POINT (37.581972946671 55.693338611715),designed,renov-2023,https://stroi.mos.ru/construction/2028,"кв.18, ул. Шверника, вл. 6",2021
construction-2066,Стартовые площадки,POINT (37.423597381753 55.85344739715),designed,renov-2023,https://stroi.mos.ru/construction/2066,"кв. 5, Туристская ул., вл.14, корп.1, 2",2021
construction-1986,Стартовые площадки,POINT (37.756029295328 55.708633508767),designed,renov-1719,https://stroi.mos.ru/construction/1986,"район Кузьминки, кв. 115, корп. 17",2019
construction-2078,Стартовые площадки,POINT (37.180036956661 55.971238823978),designed,renov-2023,https://stroi.mos.ru/construction/2078,"мкр. 19, город Зеленоград, корп. 1935",2021
construction-2085,Стартовые площадки,POINT (37.473375423137 55.605279382606),designed,renov-2023,https://stroi.mos.ru/construction/2085,"ТПУ ""Мамыри""",2021
road-21,Можайское шоссе,POINT (37.415092 55.718349),operation,road,https://stroi.mos.ru/road/trunk/21,"Россия, Москва, Можайское шоссе",
construction-2193,Стартовые площадки,POINT (37.466465 55.721903),designed,renov-2023,https://stroi.mos.ru/construction/2193,"Давыдковская ул., вл. 14-16",2021
construction-2186,Стартовые площадки,POINT (37.662974008598 55.712608820221),designed,renov-2023,https://stroi.mos.ru/construction/2186,Ленинская слобода пересечение с Пересветов пер,2021
construction-2179,Стартовые площадки,POINT (37.876008 55.700241),designed,renov-2023,https://stroi.mos.ru/construction/2179,"Камова ул., вл. 24-26",2020
construction-2162,ТПУ «Ул. Новаторов»,POINT (37.522344 55.672411),designed,tpu,https://stroi.mos.ru/construction/2162,"Вдоль улицы Новаторов, у примыкания к Ленинскому проспекту",
construction-2117,ТПУ «Красный строитель»,POINT (37.622079 55.593426),designed,tpu,https://stroi.mos.ru/construction/2117,"ул. Подольских курсантов, ул. Мелитопольской, ж/д станция Красный Строитель",2022
construction-2124,ТПУ «Мамыри»,POINT (37.482267 55.599946),designed,tpu,https://stroi.mos.ru/construction/2124,появится на пересечении Калужского шоссе с ул. Адмирала Корнилова,2021
construction-2129,ТПУ «Молодежная»,POINT (37.415890767212 55.740875593355),designed,tpu,https://stroi.mos.ru/construction/2129,расположится вдоль улицы Ярцевская,2022
road-2,Развязка с Дмитровским шоссе,POINT (37.543810187674 55.908067197637),operation,road,https://stroi.mos.ru/road/interchange/2,"Россия, Москва, Дмитровское шоссе",
road-45,Улица Барклая,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/regional/45,,
construction-2218,"Бабушкинский район, ул. Летчика Бабушкина, вл. 29, к. 2",POINT (37.673724 55.869805),operation,renov-bld,https://stroi.mos.ru/construction/2218,,2017
construction-2220,"Южное Медведково, мкр. 1-2-3, корп. 38",POINT (37.634759359383 55.871672400267),operation,renov-bld,https://stroi.mos.ru/construction/2220,,2017
construction-2225,"Южное Бутово, кв. 1, корп. 13",POINT (37.565754 55.543133),operation,renov-bld,https://stroi.mos.ru/construction/2225,,2017
construction-2181,Стартовые площадки,POINT (37.742637414333 55.760027465603),designed,renov-2023,https://stroi.mos.ru/construction/2181,"Гаражная ул., вл. 3",2021
construction-2232,Кинотеатр «Бирюсинка»,POINT (37.64878 55.579638),designed,cinema,https://stroi.mos.ru/construction/2232,"Улица Булатниковская, д. 9А",2020
construction-2237,Кинотеатр «Комсомолец»,POINT (37.568488 55.840684),designed,cinema,https://stroi.mos.ru/construction/2237,"Дмитровское ш., д. 49",2020
construction-2251,Кинотеатр «Аврора»,POINT (37.504618 55.621536),designed,cinema,https://stroi.mos.ru/construction/2251,"Улица Профсоюзная, д. 154",2020
construction-2244,Кинотеатр «Рассвет»,POINT (37.518084 55.824106),designed,cinema,https://stroi.mos.ru/construction/2244,"ул. З. и А. Космодемьянских,  д. 23",2020
construction-2268,Кинотеатр «Улан-Батор»,POINT (37.57837 55.689568),designed,cinema,https://stroi.mos.ru/construction/2268,"ул. Гримау, д. 12",2020
metro_station-95,"""Крымская""",POINT (37.605122 55.689999),designed,metro,https://stroi.mos.ru/metro/station/95,"Россия, Москва, Московское центральное кольцо, станция Крымская",
metro_station-90,"""Мамыри""",POINT (37.474318 55.602927),designed,metro,https://stroi.mos.ru/metro/station/90,"Россия, Москва, поселение Мосрентген, деревня Мамыри",
metro_station-88,"""Улица Генерала Тюленева""",POINT (37.487335 55.618171),designed,metro,https://stroi.mos.ru/metro/station/88,"Россия, Москва, улица Генерала Тюленева",
metro_station-71,"""Печатники""",POINT (37.728398 55.692972),designed,metro,https://stroi.mos.ru/metro/station/71,"Россия, Москва, метро Печатники",
metro_station-83,"""Физтех""",POINT (37.545439843933 55.923694502505),construction,metro,https://stroi.mos.ru/metro/station/83,,
metro_station-7,"""Бутырская""",POINT (37.601322337581 55.814148550396),operation,metro,https://stroi.mos.ru/metro/station/7,"Россия, Москва, улица Руставели",
metro_station-2,"""Алма-Атинская""",POINT (37.765678 55.63349),operation,metro,https://stroi.mos.ru/metro/station/2,,
metro_station-21,"""Лесопарковая""",POINT (37.57731 55.581968),operation,metro,https://stroi.mos.ru/metro/station/21,,
construction-2131,ТПУ «Нагатинский затон»,POINT (37.706694 55.684841),construction,tpu,https://stroi.mos.ru/construction/2131,появится рядом с будущей одноименной станцией метро Третьего пересадочного контура,2020
construction-2275,Стартовые площадки,POINT (37.57487 55.841553),designed,renov-2023,https://stroi.mos.ru/construction/2275,"Линейный пр-д, вл. 8А",2021
construction-2263,Кинотеатр «Ладога»,POINT (37.659416 55.886711),designed,cinema,https://stroi.mos.ru/construction/2263,"Широкая улица,  д. 12",2020
construction-2256,Кинотеатр «Звездный»,POINT (37.504798 55.67693),designed,cinema,https://stroi.mos.ru/construction/2256,"Проспект Вернадского, д. 14",2020
construction-2249,Кинотеатр «Высота»,POINT (37.765381 55.699781),designed,cinema,https://stroi.mos.ru/construction/2249,"Улица Юных Ленинцев, д. 52",2020
construction-1866,Стартовая площадка реновации,POINT (37.558465781986 55.859382550465),designed,renov-1719,https://stroi.mos.ru/construction/1866,"район Бескудниковский, мкр. 5, корп. 7",2019
construction-2333,"Храм в честь святителя Спиридона, епископа Тримифунтского",POINT (37.529718 55.830482),construction,religion,https://stroi.mos.ru/construction/2333,"ул. Большая Академическая, вл. 33",2019
construction-2326,Храм в честь Казанской иконы Божией Матери,POINT (37.409823 55.675714),construction,religion,https://stroi.mos.ru/construction/2326,пересечение улицы Воскресенская с Мещерским проспектом,2018
construction-2097,Стартовые площадки,POINT (37.558880929607 55.862704359708),operation,renov-2023,https://stroi.mos.ru/construction/2097,"район Бескудниковский, мкр. 5, корп. 5",2016
construction-2174,Стартовые площадки,POINT (37.633253 55.878309),designed,renov-2023,https://stroi.mos.ru/construction/2174,"Молодцова, д. 17, к. 1",2022
road-26,Волоколамское шоссе,POINT (37.436508 55.823581),operation,road,https://stroi.mos.ru/road/trunk/26,,
road-38,Южный дублер Кутузовского проспекта,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/trunk/38,,
metro_station-26,"""Мнёвники""",POINT (37.46818673917 55.764380998724),construction,metro,https://stroi.mos.ru/metro/station/26,"Россия, Москва, улица Нижние Мнёвники",
metro_station-69,"""Шереметьевская""",POINT (37.616108 55.798414),designed,metro,https://stroi.mos.ru/metro/station/69,,
metro_station-33,"""Окская улица""",POINT (37.781357096248 55.718967761254),construction,metro,https://stroi.mos.ru/metro/station/33,"Россия, Москва, Окская улица",
metro_station-76,"""Прокшино""",POINT (37.43649 55.57637),designed,metro,https://stroi.mos.ru/metro/station/76,"Россия, Москва, поселение Сосенское, деревня Прокшино",
metro_station-19,"""Можайская"" (""Кунцевская"")",POINT (37.446874 55.730877),designed,metro,https://stroi.mos.ru/metro/station/19,,
metro_station-57,"""ЦСКА""",POINT (37.528627571859 55.785919059616),operation,metro,https://stroi.mos.ru/metro/station/57,"Россия, Москва, Северный административный округ, Хорошёвский район, Ходынское поле",
metro_station-45,"""Селигерская""",POINT (37.546677248737 55.864987428126),operation,metro,https://stroi.mos.ru/metro/station/45,"Россия, Москва, пересечение Дмитровского и Коровинского шоссе",
metro_station-40,"""Раменки""",POINT (37.498245658783 55.697558923975),operation,metro,https://stroi.mos.ru/metro/station/40,"Россия, Москва, Мичуринский проспект",
road-33,Калужское шоссе,POINT (37.11872 55.281385),construction,road,https://stroi.mos.ru/road/trunk/33,"Россия, Калужское шоссе",
construction-2167,ТПУ «Щукинская»,POINT (37.463772 55.808827),designed,tpu,https://stroi.mos.ru/construction/2167,,2021
metro_station-64,"""Рубцовская""",POINT (37.702237029428 55.776384520051),construction,metro,https://stroi.mos.ru/metro/station/64,"Россия, Москва, Семёновская набережная",
metro_station-52,"""Улица Дмитриевского""",POINT (37.879245915283 55.710630942977),construction,metro,https://stroi.mos.ru/metro/station/52,"Россия, Москва, улица Дмитриевского",
construction-2150,ТПУ «Селигерская»,POINT (37.547893 55.864005),designed,tpu,https://stroi.mos.ru/construction/2150,расположится на пересечении Дмитровского и Коровинского шоссе,2020
construction-2136,ТПУ Павелецкий,POINT (37.636829837398 55.729443095472),designed,tpu,https://stroi.mos.ru/construction/2136,расположится в районе Дубининской улицы,2022
construction-2155,ТПУ «Технопарк»,POINT (37.666279 55.693451),designed,tpu,https://stroi.mos.ru/construction/2155,на территории бывшего завода им. Лихачева (ЗИЛ),2020
construction-2143,ТПУ «Рассказовка»,POINT (37.330508 55.633389),designed,tpu,https://stroi.mos.ru/construction/2143,появится рядом с одноименной станцией метро Калининско-Солнцевской линии,2020
construction-2105,ТПУ «Алма-Атинская»,POINT (37.763427166656 55.633274379785),designed,tpu,https://stroi.mos.ru/construction/2105,появится рядом с одноименной станцией метро Замоскворецкой линии (на пересечении улиц Братеевской и Ключевой),2021
road-19,Южная рокада,POINT (37.592204 55.642225),construction,road,https://stroi.mos.ru/road/road/19,"Россия, Москва, Балаклавский проспект",
construction-2388,Храм в честь священномученика Ермогена,POINT (37.428628 55.843896),construction,religion,https://stroi.mos.ru/construction/2388,"Фабрициуса, вл. 33-35",2018
road-3,Развязка с Мичуринским проспектом,POINT (37.432947349102 55.661709116522),operation,road,https://stroi.mos.ru/road/interchange/3,"Россия, Москва, Мичуринский проспект",
road-15,Бусиновская развязка,POINT (37.482672 55.887084),operation,road,https://stroi.mos.ru/road/interchange/15,"Россия, Москва, Бусиновская развязка",
road-8,Развязка с Каширским шоссе,POINT (37.729288943466 55.590754328811),operation,road,https://stroi.mos.ru/road/interchange/8,"Россия, Москва, Каширское шоссе",
road-10,Развязка с улицей Верхние Поля,POINT (37.839470898435 55.656879781919),designed,road,https://stroi.mos.ru/road/interchange/10,"Россия, Москва, улица Верхние Поля",
construction-1886,Стартовые площадки,POINT (37.81106351786 55.810135740122),designed,renov-1719,https://stroi.mos.ru/construction/1886,"Северное Измайлово, кв.49, 50, корп. 2, Щёлковское шоссе, д. 74",2017
construction-1906,Стартовые площадки,POINT (37.430579 55.725879),designed,renov-1719,https://stroi.mos.ru/construction/1906,"район Можайский, кв. 78-80, ул. Красных Зорь, корп. 1, 2,ул. Красных Зорь, д. 59Б",2017
construction-2012,Стартовые площадки,POINT (37.612158663399 55.690499178202),designed,renov-2023,https://stroi.mos.ru/construction/2012,"Севастопольский проспект, напротив д. 7, корп. 6",2021
construction-1867,Стартовая площадка реновации,POINT (37.56132 55.859504),designed,renov-1719,https://stroi.mos.ru/construction/1867,"Бескудниковский бульвар, д. 5",2017
construction-1898,Стартовые площадки,POINT (37.522084384207 55.648727143061),designed,renov-1719,https://stroi.mos.ru/construction/1898,"район Коньково, кв. 44-47, корп. 11",2019
construction-1932,Стартовые площадки,POINT (37.51246065554 55.855201638072),designed,renov-2023,https://stroi.mos.ru/construction/1932,"район Головинский, Онежская ул., вл. 35, корп. 5",2021
construction-1913,Стартовые площадки,POINT (37.507434227548 55.671947135245),designed,renov-1719,https://stroi.mos.ru/construction/1913,"Проспект Вернадского, кв. 32-33, корп. 77-1",2019
construction-2081,Стартовые площадки,POINT (37.185701993931 55.983710371577),designed,renov-2023,https://stroi.mos.ru/construction/2081,"мкр. 9, город Зеленоград,  корп.935",2021
construction-1918,Стартовые площадки,POINT (37.464621159338 55.737490086479),designed,renov-1719,https://stroi.mos.ru/construction/1918,"район  Фили-Давыдково,  кв. 65, корп. 3",2019
construction-1901,Стартовые площадки,POINT (37.595883566873 55.680920259195),designed,renov-1719,https://stroi.mos.ru/construction/1901,"район Котловка, кв. 18, корп. 6",2019
construction-1994,Стартовые площадки,POINT (37.768102015355 55.700477864216),designed,renov-2023,https://stroi.mos.ru/construction/1994,"мкр. 117, ул. Юных Ленинцев, вл. 73",2021
construction-2079,Стартовые площадки,POINT (37.179060788607 55.970702874835),designed,renov-2023,https://stroi.mos.ru/construction/2079,"мкр. 19, город Зеленоград, корп. 1934",2021
construction-1893,Стартовые площадки,POINT (37.716474771619 55.636402627793),designed,renov-1719,https://stroi.mos.ru/construction/1893,"Москворечье-Сабурово, ул. Борисовские пруды, д. 7, корп. 2",2019
construction-1862,Стартовая площадка реновации,POINT (37.52706232539 55.751106952676),designed,renov-1719,https://stroi.mos.ru/construction/1862,"Шмитовский проезд, вл.39, Мукомольный проезд вл. 6",2019
construction-1879,Стартовые площадки,POINT (37.644546141772 55.881141512602),designed,renov-1719,https://stroi.mos.ru/construction/1879,"проезд Шокальского, вл. 27 , корп. 2",2019
construction-1874,Стартовые площадки,POINT (37.673809358411 55.870290900086),designed,renov-1719,https://stroi.mos.ru/construction/1874,"ул. Летчика Бабушкина, вл. 29, корп.2",2019
construction-1920,Стартовые площадки,POINT (37.689477037484 55.777425546417),designed,renov-2023,https://stroi.mos.ru/construction/1920,"Бакунинская ул., вл.60",2021
construction-1881,Стартовые площадки,POINT (37.648409711431 55.882546449041),designed,renov-1719,https://stroi.mos.ru/construction/1881,"проезд Шокальского, д.33",2019
construction-1925,Стартовые площадки,POINT (37.676252478295 55.727797449144),designed,renov-2023,https://stroi.mos.ru/construction/1925,"ул. Мельникова, д.2",2021
construction-1956,Стартовые площадки,POINT (37.643936151811 55.83587152354),designed,renov-2023,https://stroi.mos.ru/construction/1956,"ул. Сельскохозяйственная, вл.14",2021
construction-1944,Стартовые площадки,POINT (37.643760576296 55.810810643699),designed,renov-2023,https://stroi.mos.ru/construction/1944,"Староалексеевская, вл. 3",2021
construction-1982,Стартовые площадки,POINT (37.824778085427 55.807013868759),designed,renov-2023,https://stroi.mos.ru/construction/1982,"Северное Измайлово, мкр. 80, корп. 9",2021
construction-1968,Стартовые площадки,POINT (37.827629 55.750852),designed,renov-2023,https://stroi.mos.ru/construction/1968,"район Ивановское, мкр. 40-52, корп.2",2021
construction-1951,Стартовые площадки,POINT (37.608551220693 55.799748801475),designed,renov-2023,https://stroi.mos.ru/construction/1951,"ул. Октябрьская, вл.105",2021
construction-1949,Стартовые площадки,POINT (37.685110645293 55.883722099137),designed,renov-2023,https://stroi.mos.ru/construction/1949,"ул. Тайнинская, вл.13",2021
construction-1963,Стартовые площадки,POINT (37.813661271094 55.798634133159),designed,renov-2023,https://stroi.mos.ru/construction/1963,"13-я Парковая ул., вл. 16",2021
construction-2005,Стартовые площадки,POINT (37.738084172377 55.695877052738),designed,renov-2023,https://stroi.mos.ru/construction/2005,"ул. Чистова, вл. 3А, стр. 1",2021
construction-1999,Стартовые площадки,POINT (37.748927056136 55.668851468212),designed,renov-2023,https://stroi.mos.ru/construction/1999,"мкр. Ж, Краснодонская ул., д. 46",2021
construction-2000,Стартовые площадки,POINT (37.738661476898 55.682544446665),designed,renov-2023,https://stroi.mos.ru/construction/2000,"мкр. А, Люблинская ул., д. 109, корп. 1",2021
construction-2017,Стартовые площадки,POINT (37.631781 55.674958),designed,renov-2023,https://stroi.mos.ru/construction/2017,"Варшавское шоссе, напротив д. 61А",2021
construction-1970,Стартовые площадки,POINT (37.763947 55.796925),designed,renov-2023,https://stroi.mos.ru/construction/1970,"Измайловский проезд, вл. 5",2021
construction-2024,Стартовые площадки,POINT (37.670735521287 55.625528775164),designed,renov-2023,https://stroi.mos.ru/construction/2024,"Каспийская ул., д. 28, корп. 4",2021
construction-2055,Стартовые площадки,POINT (37.54461923258 55.672864471825),designed,renov-2023,https://stroi.mos.ru/construction/2055,пересечение ул. Гарибальди и ул. Архитектора Власова,2021
construction-2062,Стартовые площадки,POINT (37.473742293115 55.736154092771),designed,renov-2023,https://stroi.mos.ru/construction/2062,"ул. Кастанаевская, вл. 44-48, корп. 2",2021
construction-2048,Стартовые площадки,POINT (37.397243 55.738019),designed,renov-2023,https://stroi.mos.ru/construction/2048,"Бобруйская ул., д. 15",2021
construction-2029,Стартовые площадки,POINT (37.593215952184 55.646943872777),designed,renov-2023,https://stroi.mos.ru/construction/2029,"кв. 35, Б. Юшуньская ул., вл.7А",2021
construction-2036,Стартовые площадки,POINT (37.577724413017 55.651432639483),designed,renov-2023,https://stroi.mos.ru/construction/2036,"кв. 40, Керченская ул., вл. 20",2021
construction-2043,Стартовые площадки,POINT (37.402703556722 55.638731646251),designed,renov-2023,https://stroi.mos.ru/construction/2043,"ул. Авиаторов, ул. Родниковая",2021
construction-2074,Стартовые площадки,POINT (37.456685769311 55.807241691277),designed,renov-2023,https://stroi.mos.ru/construction/2074,"мкр. 12, Новощукинская ул., вл. 8",2021
construction-1987,Стартовые площадки,POINT (37.757366643166 55.708717111894),designed,renov-2023,https://stroi.mos.ru/construction/1987,"район Кузьминки, кв. 115, корп. 18",2021
construction-2067,Стартовые площадки,POINT (37.405114875226 55.856818804181),designed,renov-2023,https://stroi.mos.ru/construction/2067,"ул. Вилиса Лациса, вл. 42",2021
construction-1975,Стартовые площадки,POINT (37.764842573302 55.825883424196),designed,renov-2023,https://stroi.mos.ru/construction/1975,"Открытое шоссе, вл. 26",2021
construction-2086,Стартовые площадки,POINT (37.537534350648 55.47382427822),designed,renov-2023,https://stroi.mos.ru/construction/2086,"поселок Знамя Октября, около д.3",2021
construction-2031,Стартовые площадки,POINT (37.585008101068 55.663215893036),designed,renov-2023,https://stroi.mos.ru/construction/2031,"кв. 36, Болотниковская ул., вл. 48",2021
road-39,Грайвороновская улица,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/regional/39,,
road-41,Развязка с улицей Генерала Дорохова,POINT (37.433526 55.688253),construction,road,https://stroi.mos.ru/road/interchange/41,"Россия, Москва, улица Генерала Дорохова",
construction-2194,Стартовые площадки,POINT (37.340878 55.637401),designed,renov-2023,https://stroi.mos.ru/construction/2194,"Скульптора Мухиной ул., рядом с вл. 11",2021
construction-2187,Стартовые площадки,POINT (37.664811 55.713735),designed,renov-2023,https://stroi.mos.ru/construction/2187,Ленинская слобода пересечение с Велозаводской ул,2021
construction-2182,Стартовые площадки,POINT (37.798907 55.714196),designed,renov-2023,https://stroi.mos.ru/construction/2182,"Академика Скрябина ул., вл. 3",2020
construction-2175,Стартовые площадки,POINT (37.567817 55.891198),designed,renov-2023,https://stroi.mos.ru/construction/2175,"Илимская, вл. 1-3",2021
construction-2156,ТПУ «Тимирязевская»,POINT (37.575486 55.819044),designed,tpu,https://stroi.mos.ru/construction/2156,на базе одноименной станции метро Серпуховско-Тимирязевской линии метро,2023
construction-2151,ТПУ «Славянский мир»,POINT (37.480813 55.619285),designed,tpu,https://stroi.mos.ru/construction/2151,расположится рядом со станцией «Славянский бульвар» Сокольнической линии метро,2020
construction-2120,ТПУ «Лесопарковая»,POINT (37.57908 55.58183),designed,tpu,https://stroi.mos.ru/construction/2120,появится рядом со станцией метро «Лесопарковая»,2020
road-22,Рязанский проспект,POINT (37.793514804893 55.717263044201),operation,road,https://stroi.mos.ru/road/trunk/22,,
construction-2219,"Бабушкинский район, ул. Летчика Бабушкина, вл. 41",POINT (37.677479 55.876041),operation,renov-bld,https://stroi.mos.ru/construction/2219,,2017
construction-2214,"Район Северное Измайлово, 5-я Парковая ул., д. 62, к. 1, 2",POINT (37.791043 55.807655),operation,renov-bld,https://stroi.mos.ru/construction/2214,,2017
construction-2226,"Южное Бутово, кв. 2, корп. 24",POINT (37.569058 55.546357),operation,renov-bld,https://stroi.mos.ru/construction/2226,,2017
construction-2221,"Южное Медведково, мкр. 1-2-3, корп. 39",POINT (37.636145819782 55.871794940516),operation,renov-bld,https://stroi.mos.ru/construction/2221,,2017
road-46,Верейская улица,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/regional/46,,
construction-2233,Кинотеатр «Алмаз»,POINT (37.605804 55.712279),designed,cinema,https://stroi.mos.ru/construction/2233,"ул. Шаболовка,  д. 56",2020
construction-2238,Кинотеатр «Ашхабад»,POINT (37.597863 55.623941),designed,cinema,https://stroi.mos.ru/construction/2238,"Чертановская ул., д. 17",2020
construction-2240,Кинотеатр «Мечта»,POINT (37.662075 55.648611),designed,cinema,https://stroi.mos.ru/construction/2240,"Каширское шоссе,  д. 42/1",2020
metro_station-89,"""Славянский мир""",POINT (37.484806817666 55.613251231675),designed,metro,https://stroi.mos.ru/metro/station/89,"Россия, Москва, поселение Мосрентген, улица Адмирала Корнилова",
metro_station-15,"""Жулебино""",POINT (37.855123 55.684539),operation,metro,https://stroi.mos.ru/metro/station/15,,
metro_station-39,"""Пятницкое шоссе""",POINT (37.354025 55.855644),operation,metro,https://stroi.mos.ru/metro/station/39,,
metro_station-8,"""Верхние Лихоборы""",POINT (37.561589 55.855143),operation,metro,https://stroi.mos.ru/metro/station/8,"Россия, Москва, Люблинско-Дмитровская линия, метро Верхние Лихоборы",
construction-2276,Стартовые площадки,POINT (37.588745 55.829121),designed,renov-2023,https://stroi.mos.ru/construction/2276,"ул. Академика Комарова, вл. 11-13",2021
construction-2125,ТПУ «Марьина Роща»,POINT (37.616327 55.793804),designed,tpu,https://stroi.mos.ru/construction/2125,вдоль Шереметьевской улицы,2019
construction-2252,Кинотеатр «Витязь»,POINT (37.516898 55.647468),designed,cinema,https://stroi.mos.ru/construction/2252,"Улица Миклухо-Маклая, д. 27А",2020
construction-2245,Кинотеатр «Первомайский»,POINT (37.806407 55.793951),designed,cinema,https://stroi.mos.ru/construction/2245,"Улица Первомайская, д. 93",2020
construction-2264,Кинотеатр «Орион»,POINT (37.677238 55.869147),designed,cinema,https://stroi.mos.ru/construction/2264,"ул. Летчика Бабушкина, 26",2020
construction-2170,ТПУ «Юго-Восточная»,POINT (37.82214 55.70407),designed,tpu,https://stroi.mos.ru/construction/2170,"расположен на пересечении Ферганской и Ташкентской улиц, вблизи Самаркандского бульвара",2020
construction-2106,ТПУ «Аминьевское шоссе»,POINT (37.465372 55.697257),designed,tpu,https://stroi.mos.ru/construction/2106,"Аминьевское шоссе, рядом с одноименной станцией Третьего пересадочного контура",2024
construction-2118,ТПУ «Кунцевская»,POINT (37.44741 55.73023),designed,tpu,https://stroi.mos.ru/construction/2118,Рублевское шоссе,
construction-2144,ТПУ «Рижская»,POINT (37.636981 55.792634),designed,tpu,https://stroi.mos.ru/construction/2144,,2010
construction-2168,ТПУ «Электрозаводская»,POINT (37.705184 55.782097),designed,tpu,https://stroi.mos.ru/construction/2168,,2021
construction-2327,Храм Сергия Радонежского,POINT (37.405445 55.835916),construction,religion,https://stroi.mos.ru/construction/2327,"ул. Василия Петушкова, напротив вл. 3",2019
construction-2339,Церковь в честь Введения во храм Пресвятой Богородицы,POINT (37.526893 55.535861),construction,religion,https://stroi.mos.ru/construction/2339,"ул. Южнобутовская, между домами 62 и 66",2018
metro_station-91,"""Коммунарка""",POINT (37.475495 55.570395),designed,metro,https://stroi.mos.ru/metro/station/91,"Россия, Москва, посёлок Коммунарка",
construction-2257,Кинотеатр «Киргизия»,POINT (37.82034 55.751771),designed,cinema,https://stroi.mos.ru/construction/2257,"Зеленый проспект, д. 81",2020
metro_station-65,"""Аминьевское шоссе""",POINT (37.466399774092 55.694631002757),designed,metro,https://stroi.mos.ru/metro/station/65,"Россия, Москва, Аминьевское шоссе",
metro_station-72,"""Ржевская""",POINT (37.633589 55.792903),designed,metro,https://stroi.mos.ru/metro/station/72,"Россия, Москва, Рижская площадь",
metro_station-10,"""Воронцовская""",POINT (37.542774971355 55.658187161908),designed,metro,https://stroi.mos.ru/metro/station/10,"Россия, Москва, Хлебобулочный проезд",
metro_station-27,"""Некрасовка""",POINT (37.929264940899 55.70260618463),construction,metro,https://stroi.mos.ru/metro/station/27,"Россия, Москва, проспект Защитников Москвы",
metro_station-77,"""Ольховая""",POINT (37.463733089619 55.571740162425),designed,metro,https://stroi.mos.ru/metro/station/77,,
metro_station-53,"""Улица Народного Ополчения""",POINT (37.475838567081 55.774640452023),construction,metro,https://stroi.mos.ru/metro/station/53,Пересечение проспекта Маршала Жукова и улицы Народного Ополчения,
metro_station-84,"""Пыхтино""",POINT (37.298748317791 55.620859106815),designed,metro,https://stroi.mos.ru/metro/station/84,,
metro_station-22,"""Лефортово""",POINT (37.702431535057 55.765071829243),construction,metro,https://stroi.mos.ru/metro/station/22,"Россия, Москва, Солдатская улица",
metro_station-60,"""Шелепиха""",POINT (37.524341126862 55.75600804158),operation,metro,https://stroi.mos.ru/metro/station/60,"Россия, Москва, Шмитовский проезд",
metro_station-58,"""Хорошёвская""",POINT (37.52024504952 55.7769599148),operation,metro,https://stroi.mos.ru/metro/station/58,"Россия, Москва, Хорошёвское шоссе",
construction-2113,ТПУ «Калужская»,POINT (37.538929 55.655743),designed,tpu,https://stroi.mos.ru/construction/2113,"появится рядом с будущей станцией метро «Воронцовская» Третьего пересадочного контура (в границах ул. Архитектора Власова, ул. Академика Челомея, ул. Обручева и ул. Профсоюзная)",2021
metro_station-34,"""Озерная""",POINT (37.450060380266 55.670951712751),construction,metro,https://stroi.mos.ru/metro/station/34,"Россия, Москва, Мичуринский проспект",
metro_station-41,"""Рассказовка""",POINT (37.335238259719 55.634402582758),construction,metro,https://stroi.mos.ru/metro/station/41,"Россия, Москва, Боровское шоссе",
metro_station-46,"""Солнцево""",POINT (37.39058612915 55.64927092683),construction,metro,https://stroi.mos.ru/metro/station/46,"Россия, Москва, улица Богданова",
construction-2137,ТПУ «Парк Победы»,POINT (37.51792 55.736919),designed,tpu,https://stroi.mos.ru/construction/2137,ул. Барклая,2020
construction-2132,ТПУ «Некрасовка»,POINT (37.925338 55.704007),designed,tpu,https://stroi.mos.ru/construction/2132,появится на базе одноименной станции метро  Кожуховской линии,2022
road-34,Солнцево - Бутово - Видное,POINT (37.385179414749 55.610527701345),construction,road,https://stroi.mos.ru/road/trunk/34,,
metro_station-3,"""Беломорская""",POINT (37.476872302269 55.865957957907),construction,metro,https://stroi.mos.ru/metro/station/3,"Россия, Москва, Беломорская улица",
