s_id,name,geom,status,func,url,address,end_year
road-50,Дорога от Никулинского проезда до Никулинской улицы,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/regional/50,,
construction-2324,Храм в честь святого равноапостольного великого князя Владимира,POINT (37.796723 55.743781),construction,religion,https://stroi.mos.ru/construction/2324,"ул. Перовская, вл. 64",
construction-2329,Храм в честь святого благоверного князя Дмитрия Донского,POINT (37.5705 55.562305),construction,religion,https://stroi.mos.ru/construction/2329,пересечение улицы Академика Глушко и бульвара Дмитрия Донского,
metro_station-48,"""Стахановская""",POINT (37.760212242926 55.725678447706),construction,metro,https://stroi.mos.ru/metro/station/48,"Россия, Москва, Стахановская улица",
metro_station-67,"""Мичуринский проспект""",POINT (37.484570139881 55.689622123831),designed,metro,https://stroi.mos.ru/metro/station/67,,
metro_station-36,"""Петровский парк""",POINT (37.559051204338 55.789378415599),operation,metro,https://stroi.mos.ru/metro/station/36,"Россия, Москва, Московская аллея",
metro_station-81,"""Лианозово""",POINT (37.567345 55.901564),designed,metro,https://stroi.mos.ru/metro/station/81,,
construction-2165,ТПУ «Ховрино»,POINT (37.480641326348 55.879127202561),designed,tpu,https://stroi.mos.ru/construction/2165,ул. Дыбенко,2022
construction-2134,ТПУ «Новокосино»,POINT (37.861534 55.745024),construction,tpu,https://stroi.mos.ru/construction/2134,появится на границе московского района Новокосино и города Реутов Московской области,2018
construction-2146,ТПУ «Савёловская»,POINT (37.589968 55.795636),designed,tpu,https://stroi.mos.ru/construction/2146,в составе округа,2022
metro_station-74,"""Текстильщики""",POINT (37.732593 55.708831),designed,metro,https://stroi.mos.ru/metro/station/74,"Россия, Москва, метро Текстильщики",
metro_station-93,"""Улица Строителей""",POINT (37.534757 55.687213),designed,metro,https://stroi.mos.ru/metro/station/93,"Россия, Москва, улица Строителей",
metro_station-86,"""Улица Новаторов""",POINT (37.525459 55.662791),designed,metro,https://stroi.mos.ru/metro/station/86,"Россия, Москва, улица Новаторов",
metro_station-24,"""Лухмановская""",POINT (37.897193110472 55.709145373414),construction,metro,https://stroi.mos.ru/metro/station/24,"Россия, Москва, Лухмановская улица",
metro_station-43,"""Саларьево""",POINT (37.424048 55.621811),operation,metro,https://stroi.mos.ru/metro/station/43,"Россия, Москва, Сокольническая линия, метро Саларьево",
metro_station-50,"""Технопарк""",POINT (37.66442 55.693931),operation,metro,https://stroi.mos.ru/metro/station/50,"Россия, Москва, Замоскворецкая линия, метро Технопарк",
metro_station-55,"""Фонвизинская""",POINT (37.589272605223 55.821545862059),operation,metro,https://stroi.mos.ru/metro/station/55,"Россия, Москва, улица Фонвизина",
construction-2230,Кинотеатр «Прага»,POINT (37.57802 55.792696),designed,cinema,https://stroi.mos.ru/construction/2230,"Улица Нижняя Масловка, д. 10",2020
construction-2254,Кинотеатр «Солнцево»,POINT (37.393317 55.652791),designed,cinema,https://stroi.mos.ru/construction/2254,"Улица Богданова, д. 19",2020
construction-2235,Кинотеатр «Эльбрус»,POINT (37.670672 55.630924),designed,cinema,https://stroi.mos.ru/construction/2235,"Кавказский бульвар,  д. 17",2020
construction-2261,Кинотеатр «Янтарь»,POINT (37.729943 55.809095),designed,cinema,https://stroi.mos.ru/construction/2261,"Открытое шоссе, д. 4",2020
construction-2259,Кинотеатр «Саяны»,POINT (37.832701 55.768309),designed,cinema,https://stroi.mos.ru/construction/2259,"ул. Саянская, д. 9",2020
road-48,Новые дороги от Боровского до Минского шоссе,POINT (37.620393 55.75396),designed,road,https://stroi.mos.ru/road/regional/48,,
metro_station-5,"""Борисово""",POINT (37.743831 55.633587),operation,metro,https://stroi.mos.ru/metro/station/5,,
metro_station-62,"""Юго-Восточная""",POINT (37.823916316907 55.701829183869),construction,metro,https://stroi.mos.ru/metro/station/62,"Россия, Москва, Самаркандский бульвар",
construction-2278,Стартовые площадки,POINT (37.613988 55.648631),designed,renov-2023,https://stroi.mos.ru/construction/2278,"ул. Артековская, д. 9 (АТС)",2021
construction-2266,Кинотеатр «Волгоград»,POINT (37.819262 55.70631),designed,cinema,https://stroi.mos.ru/construction/2266,"ул. Ферганская,  д. 17",2020
construction-2247,Кинотеатр «Марс»,POINT (37.582331 55.878662),designed,cinema,https://stroi.mos.ru/construction/2247,"Улица Инженерная, д. 1",2020
construction-2139,ТПУ «Печатники»,POINT (37.731183 55.701279),designed,tpu,https://stroi.mos.ru/construction/2139,метро «Печатники»,
construction-2336,Храм в честь святого благоверного князя Андрея Боголюбского,POINT (37.746219 55.709047),construction,religion,https://stroi.mos.ru/construction/2336,пересечение Волгоградского проспекта с Волжским бульваром и ул. Окская,2018
construction-2103,ТПУ «Авиамоторная»,POINT (37.716795 55.754069),construction,tpu,https://stroi.mos.ru/construction/2103,появится на базе одноименной станции метро Третьего пересадочного контура (ул. Авиамоторная),2019
metro_station-31,"""Новопеределкино""",POINT (37.353232525823 55.638377371132),construction,metro,https://stroi.mos.ru/metro/station/31,"Россия, Москва, Боровское шоссе",
metro_station-17,"""Косино""",POINT (37.843114075253 55.706666201659),construction,metro,https://stroi.mos.ru/metro/station/17,"Россия, Москва, Лермонтовский проспект",
construction-2122,ТПУ «Лухмановская»,POINT (37.843092744044 55.706500795292),designed,tpu,https://stroi.mos.ru/construction/2122,появится рядом со станцией метро «Лухмановская» Кожуховской линии,2025
metro_station-79,"""Нагатинский затон""",POINT (37.708787 55.6854),designed,metro,https://stroi.mos.ru/metro/station/79,"Россия, Москва, Коломенская улица",
road-17,Северо-Западная хорда,POINT (37.514086 55.809474),construction,road,https://stroi.mos.ru/road/road/17,"Россия, Москва, Алабяно-Балтийский тоннель",
metro_station-29,"""Нижняя Масловка""",POINT (37.58376 55.80019),construction,metro,https://stroi.mos.ru/metro/station/29,"Россия, Москва, Бутырская улица",
road-13,Развязка с Рязанским проспектом,POINT (37.834961240486 55.707969702023),operation,road,https://stroi.mos.ru/road/interchange/13,"Россия, Москва, Рязанский проспект",
road-6,Развязка с улицей Подольских Курсантов,POINT (37.641931105992 55.573138811901),operation,road,https://stroi.mos.ru/road/interchange/6,"Россия, Москва, улица Подольских Курсантов",
construction-1911,Стартовые площадки,POINT (37.510318490881 55.668994669371),designed,renov-1719,https://stroi.mos.ru/construction/1911,"Проспект Вернадского, кв.32, 33, корп.35",2019
construction-1865,Стартовая площадка реновации,POINT (37.559523 55.863469),designed,renov-1719,https://stroi.mos.ru/construction/1865,"Бескудниковский бульвар, д. 13",2017
construction-1909,Стартовые площадки,POINT (37.505687 55.671605),designed,renov-1719,https://stroi.mos.ru/construction/1909,"Проспект Вернадского, кв. 32, 33, корп. 12, Проспект Вернадского, д.61, к.3",2019
construction-1916,Стартовые площадки,POINT (37.494357882286 55.673156143628),designed,renov-1719,https://stroi.mos.ru/construction/1916,"Проспект Вернадского, кв.34, 35, корп. 27",2019
construction-1896,Стартовые площадки,POINT (37.58241323892 55.68661152462),designed,renov-1719,https://stroi.mos.ru/construction/1896,"район Академический, кв. 12, корп.10",2019
construction-1904,Стартовые площадки,POINT (37.565364395825 55.542964976106),designed,renov-1719,https://stroi.mos.ru/construction/1904,"район  Южное Бутово, кв. 1, корп. 13",2019
construction-1872,Стартовая площадка реновации,POINT (37.523990403148 55.834710175689),designed,renov-1719,https://stroi.mos.ru/construction/1872,"Соболевский проезд, д. 20 Б",2019
construction-1877,Стартовые площадки,POINT (37.678044310568 55.862384419275),designed,renov-1719,https://stroi.mos.ru/construction/1877,"ул. Коминтерна, вл. 12",2019
construction-1891,Стартовые площадки,POINT (37.737929366498 55.695563205014),designed,renov-1719,https://stroi.mos.ru/construction/1891,"Текстильщики, кв. 110, 111, Артюхиной ул., вл. 24 А",2019
construction-1935,Стартовые площадки,POINT (37.514366460307 55.85359004494),designed,renov-2023,https://stroi.mos.ru/construction/1935,"Кронштадтский бульвар, вл. 55",2021
construction-1930,Стартовые площадки,POINT (37.510290827349 55.856616550343),designed,renov-2023,https://stroi.mos.ru/construction/1930,"Флотская ул., вл. 68, корп. 1",2021
construction-1947,Стартовые площадки,POINT (37.685713689606 55.872802047598),designed,renov-2023,https://stroi.mos.ru/construction/1947,"ул. Изумрудная, вл. 26А",2021
construction-1959,Стартовые площадки,POINT (37.64140873359 55.87195763979),designed,renov-2023,https://stroi.mos.ru/construction/1959,"проезд Дежнева, д. 12, корп. 1",2021
construction-1928,Стартовые площадки,POINT (37.505550920119 55.832774174878),designed,renov-2023,https://stroi.mos.ru/construction/1928,"Нарвская ул., вл. 5",2021
construction-1954,Стартовые площадки,POINT (37.6178876523 55.799709883634),designed,renov-2023,https://stroi.mos.ru/construction/1954,ТПУ «Марьина Роща»,2021
construction-1961,Стартовые площадки,POINT (37.731373 55.812896),designed,renov-2023,https://stroi.mos.ru/construction/1961,"район Богородское, мкр.8Б, корп.4",2021
construction-1992,Стартовые площадки,POINT (37.769847995816 55.711915184689),designed,renov-2023,https://stroi.mos.ru/construction/1992,"Зеленодольская, вл. 28, корп. 4",2021
construction-1973,Стартовые площадки,POINT (37.871477677314 55.707274925105),designed,renov-2023,https://stroi.mos.ru/construction/1973,"Каскадная ул., вл. 21, участок 1",2021
construction-1997,Стартовые площадки,POINT (37.701706 55.745435),designed,renov-2023,https://stroi.mos.ru/construction/1997,"Шепелюгинская ул., вл.16",2021
construction-1966,Стартовые площадки,POINT (37.795635629013 55.810878392998),designed,renov-2023,https://stroi.mos.ru/construction/1966,"Щелковское шоссе, д. 71, корп.1 и д.73",2021
construction-1985,Стартовые площадки,POINT (37.803961389008 55.710879052492),designed,renov-2023,https://stroi.mos.ru/construction/1985,"Ферганская ул., вл.5",2021
construction-1980,Стартовые площадки,POINT (37.789005 55.752183),designed,renov-2023,https://stroi.mos.ru/construction/1980,"Зеленый проспект, вл. 27-29",2021
construction-1978,Стартовые площадки,POINT (37.765077205906 55.742135298283),designed,renov-2023,https://stroi.mos.ru/construction/1978,"Плеханова ул., вл. 22",2021
construction-2010,Стартовые площадки,POINT (37.649653044931 55.595979447053),designed,renov-2023,https://stroi.mos.ru/construction/2010,"Харьковский проезд, вблизи вл.1",2021
construction-2008,Стартовые площадки,POINT (37.659091608606 55.577194432416),designed,renov-2023,https://stroi.mos.ru/construction/2008,"Булатниковский проезд, д.16А",2021
construction-2022,Стартовые площадки,POINT (37.66437 55.636261),designed,renov-2023,https://stroi.mos.ru/construction/2022,"Кантемировская ул., напротив д. 27",2021
construction-2034,Стартовые площадки,POINT (37.575044219018 55.653708206205),designed,renov-2023,https://stroi.mos.ru/construction/2034,"кв. 40, Каховка ул., вл.23",2021
construction-2003,Стартовые площадки,POINT (37.716164627913 55.728891087579),designed,renov-2023,https://stroi.mos.ru/construction/2003,"кв. 80, между Новохохловской ул. и Третьим транспортным кольцом",2021
construction-2039,Стартовые площадки,POINT (37.575942975671 55.657773037488),designed,renov-2023,https://stroi.mos.ru/construction/2039,"кв. 38, Севастопольский проспект, вл. 71",2021
construction-2046,Стартовые площадки,POINT (37.481692814118 55.709288396954),designed,renov-2023,https://stroi.mos.ru/construction/2046,"мкр. 1, Веерная ул.",2021
construction-2041,Стартовые площадки,POINT (37.542398033837 55.641578340903),designed,renov-2023,https://stroi.mos.ru/construction/2041,"Коньково, мкр.6, корп.3",2021
construction-2053,Стартовые площадки,POINT (37.546936506607 55.673609833142),designed,renov-2023,https://stroi.mos.ru/construction/2053,"кв. 20, 21, Гарибальди ул., вл.17",2021
construction-2060,Стартовые площадки,POINT (37.511829784761 55.757518629956),designed,renov-2023,https://stroi.mos.ru/construction/2060,"Береговой проезд, вл. 2, вл. 2, стр. 18, вл. 2, стр.19",2021
construction-1884,Стартовые площадки,POINT (37.636065436488 55.871751463374),designed,renov-1719,https://stroi.mos.ru/construction/1884,"Южное Медведково, мкр. 1, 2, 3, корп. 39",2019
construction-2058,Стартовые площадки,POINT (37.54604173792 55.64007990186),designed,renov-2023,https://stroi.mos.ru/construction/2058,"район Коньково, мкр. 6, корп. 2",2021
construction-1889,Стартовые площадки,POINT (37.752316910074 55.708651675393),designed,renov-1719,https://stroi.mos.ru/construction/1889,"Кузьминки, кв. 115  корп. 16",2019
construction-2084,Стартовые площадки,POINT (37.183603507935 55.410590682346),designed,renov-2023,https://stroi.mos.ru/construction/2084,"поселок Шишкин лес, вблизи д. 21",2021
construction-1942,Стартовые площадки,POINT (37.539690921356 55.840243573265),designed,renov-2023,https://stroi.mos.ru/construction/1942,"3-й Новомихалковский проезд, вл. 8, корп.1",2021
road-37,Северный дублер Кутузовского проспекта,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/trunk/37,,
road-25,Дмитровское шоссе,POINT (37.547746 55.875875),operation,road,https://stroi.mos.ru/road/trunk/25,"Россия, Москва, Дмитровское шоссе",
road-32,Ярославское шоссе,POINT (37.703559 55.866319),operation,road,https://stroi.mos.ru/road/trunk/32,,
construction-2185,Стартовые площадки,POINT (37.753739 55.684368),designed,renov-2023,https://stroi.mos.ru/construction/2185,Спортивный проезд на территории спортивного ядра школы № 2121 школьного отделения № 1,2022
construction-2180,Стартовые площадки,POINT (37.796517 55.765458),designed,renov-2023,https://stroi.mos.ru/construction/2180,"Шоссе Энтузиастов, вл. 86",2021
construction-2173,Стартовые площадки,POINT (37.637934364418 55.859582974633),designed,renov-2023,https://stroi.mos.ru/construction/2173,"Тенистый пр-д, вл. 6",2021
construction-2197,Стартовые площадки,POINT (37.287245 55.466736),designed,renov-2023,https://stroi.mos.ru/construction/2197,"Мкр. Солнечный, корп. 18, корп. 19",2021
construction-2178,Стартовые площадки,POINT (37.761874 55.800857),designed,renov-2023,https://stroi.mos.ru/construction/2178,"Сиреневый б-р, вл. 4",2021
construction-2192,Стартовые площадки,POINT (37.630952 55.66756),designed,renov-2023,https://stroi.mos.ru/construction/2192,"Каширское шоссе, вл. 11, корп. 3",2021
road-1,Развязка с Волгоградским проспектом,POINT (37.830678714808 55.687196161014),operation,road,https://stroi.mos.ru/road/interchange/1,"Россия, Москва, Волгоградский проспект",
construction-2116,ТПУ «Котельники»,POINT (37.856339 55.674506),construction,tpu,https://stroi.mos.ru/construction/2116,Новорязанское шоссе,2018
construction-2130,ТПУ «Нагатинская»,POINT (37.622863 55.683386),designed,tpu,https://stroi.mos.ru/construction/2130,появится рядом со станцией метро «Нагатинская» Серпуховско-Тимирязевской линии и железнодорожной платформой «Нижние Котлы»,2020
construction-2128,ТПУ «Мнёвники»,POINT (37.457000821076 55.753318171573),designed,tpu,https://stroi.mos.ru/construction/2128,Северная часть территории Мневниковской поймы,2021
road-20,Волгоградский проспект,POINT (37.749274 55.707644),operation,road,https://stroi.mos.ru/road/trunk/20,"Россия, Москва, Волгоградский проспект",
construction-2217,"Бабушкинский район, ул. Летчика Бабушкина, вл. 39",POINT (37.676293 55.875243),operation,renov-bld,https://stroi.mos.ru/construction/2217,,2017
construction-2224,"Северное Медведково, Заревый проезд, вл. 9-11",POINT (37.65655040741 55.884833894446),operation,renov-bld,https://stroi.mos.ru/construction/2224,,2017
road-44,Окская улица,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/regional/44,,
construction-1923,Стартовые площадки,POINT (37.670968 55.7812),designed,renov-2023,https://stroi.mos.ru/construction/1923,"Русаковская  д.2/1, стр.1, 2",2021
construction-2255,Кинотеатр «Патриот»,POINT (37.467554 55.774674),designed,cinema,https://stroi.mos.ru/construction/2255,"Улица Саляма Адиля, д. 4",2020
construction-2243,Кинотеатр «Нева»,POINT (37.473105 55.861777),designed,cinema,https://stroi.mos.ru/construction/2243,"ул. Беломорская,  д. 16",2020
metro_station-87,"""Улица Академика Опарина""",POINT (37.503666 55.646035),designed,metro,https://stroi.mos.ru/metro/station/87,"Россия, Москва, улица Академика Опарина",
metro_station-94,"""Академическая""",POINT (37.573447 55.687761),designed,metro,https://stroi.mos.ru/metro/station/94,"Россия, Москва, метро Академическая",
metro_station-82,"""Улица  800-летия Москвы""",POINT (37.54648 55.878364),designed,metro,https://stroi.mos.ru/metro/station/82,,
metro_station-18,"""Котельники""",POINT (37.859129 55.6739),operation,metro,https://stroi.mos.ru/metro/station/18,"Россия, Москва, Таганско-Краснопресненская линия, метро Котельники",
metro_station-37,"""Петровско-Разумовская""",POINT (37.576737460327 55.836732516486),operation,metro,https://stroi.mos.ru/metro/station/37,"Россия, Москва, Локомотивный проезд",
metro_station-20,"""Лермонтовский проспект""",POINT (37.852131 55.701531),operation,metro,https://stroi.mos.ru/metro/station/20,,
metro_station-13,"""Деловой центр""",POINT (37.542671 55.748843),operation,metro,https://stroi.mos.ru/metro/station/13,,
road-49,Улица Василисы Кожиной,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/regional/49,,
construction-2236,Кинотеатр «Волга»,POINT (37.540308 55.889689),designed,cinema,https://stroi.mos.ru/construction/2236,"Дмитровское ш., 133, корп. 1",2020
construction-2027,Стартовые площадки,POINT (37.574299391199 55.677347754359),designed,renov-2023,https://stroi.mos.ru/construction/2027,"ТПУ ""Профсоюзная""",2021
construction-2135,ТПУ «Озерная»,POINT (37.447576 55.671121),designed,tpu,https://stroi.mos.ru/construction/2135,появится на базе строящейся станции метро «Очаково» Калининско-Солнцевской линии,2018
construction-2154,ТПУ «Терёшково»,POINT (37.412549 55.659266),designed,tpu,https://stroi.mos.ru/construction/2154,"появится на участке ограниченном Боровским шоссе, улицей 50 лет Октября и проездом 6055",2020
construction-2248,Кинотеатр «Восход»,POINT (37.771328 55.726558),designed,cinema,https://stroi.mos.ru/construction/2248,"Улица Михайлова, д. 29",2020
construction-2250,Кинотеатр «Экран»,POINT (37.722487 55.649048),designed,cinema,https://stroi.mos.ru/construction/2250,"Новочеркасский бульвар, д. 19А",2020
construction-2231,Кинотеатр «Варшава»,POINT (37.500531 55.820162),designed,cinema,https://stroi.mos.ru/construction/2231,"Площадь Ганецкого, д. 1",2020
construction-2109,ТПУ «Варшавская»,POINT (37.620461 55.653749),designed,tpu,https://stroi.mos.ru/construction/2109,Варшавское шоссе,2021
construction-2320,Храм святого Николая на Трех горах,POINT (37.56619 55.75866),designed,religion,https://stroi.mos.ru/construction/2320,"Нововаганьковский переулок, дом 9, строение 1",
construction-2325,Храм Живоначальной Троицы,POINT (37.654535 55.809199),construction,religion,https://stroi.mos.ru/construction/2325,"1-й Рижский переулок, д. 2, стр. 1",2019
metro_station-56,"""Ховрино""",POINT (37.479501721337 55.879349820634),construction,metro,https://stroi.mos.ru/metro/station/56,"Россия, Москва, Прибрежный проезд",
construction-2262,Кинотеатр «Будапешт»,POINT (37.604547 55.897327),designed,cinema,https://stroi.mos.ru/construction/2262,"ул. Лескова, д. 14",2020
construction-2267,Кинотеатр «Таллин»,POINT (37.592168 55.67522),designed,cinema,https://stroi.mos.ru/construction/2267,"Cевастопольский проспект, д. 33",2020
metro_station-44,"""Севастопольский проспект"" (""Зюзино"")",POINT (37.571954624329 55.656667722601),designed,metro,https://stroi.mos.ru/metro/station/44,"Россия, Москва, Севастопольский проспект",
metro_station-68,"""Проспект Вернадского""",POINT (37.505831 55.67691),designed,metro,https://stroi.mos.ru/metro/station/68,,
metro_station-75,"""Филатов Луг""",POINT (37.409985 55.596413),designed,metro,https://stroi.mos.ru/metro/station/75,,
construction-2159,ТПУ «Ул. Дмитриевского»,POINT (37.878506 55.71049),designed,tpu,https://stroi.mos.ru/construction/2159,ул. Салтыковская,2019
road-51,Проектируемый проезд в районе Хорошево-Мневники,POINT (37.620393 55.75396),construction,road,https://stroi.mos.ru/road/regional/51,,
metro_station-32,"""Окружная""",POINT (37.573741287778 55.846946046677),operation,metro,https://stroi.mos.ru/metro/station/32,"Россия, Москва, Гостиничный проезд",
metro_station-63,"""Минская""",POINT (37.496001995384 55.725643428192),operation,metro,https://stroi.mos.ru/metro/station/63,"Россия, Москва, Минская улица",
metro_station-51,"""Тропарево""",POINT (37.472342 55.64572),operation,metro,https://stroi.mos.ru/metro/station/51,,
construction-2337,Храм в честь Димитрия Ростовского,POINT (37.796608 55.721233),construction,religion,https://stroi.mos.ru/construction/2337,"ул. Вострухина, вл. 9",2018
metro_station-6,"""Боровское шоссе""",POINT (37.370892835785 55.649349764012),construction,metro,https://stroi.mos.ru/metro/station/6,"Россия, Москва, Боровское шоссе",
metro_station-25,"""Мичуринский проспект""",POINT (37.483729509857 55.689973534824),construction,metro,https://stroi.mos.ru/metro/station/25,,
construction-2332,Храм 12 апостолов в Ховрино,POINT (37.494805 55.869552),construction,religion,https://stroi.mos.ru/construction/2332,"ул. Клинская, вл. 12-14",2019
metro_station-49,"""Терехово""",POINT (37.445521430184 55.749252376964),designed,metro,https://stroi.mos.ru/metro/station/49,"Россия, Москва, улица Нижние Мнёвники",
construction-2166,ТПУ «Ходынское поле»,POINT (37.525044 55.788173),designed,tpu,https://stroi.mos.ru/construction/2166,расположится на базе станции метро «ЦСКА» Третьего пересадочного контура,2018
construction-2147,ТПУ «Саларьево»,POINT (37.422644 55.623095),designed,tpu,https://stroi.mos.ru/construction/2147,,2020
construction-2111,ТПУ «Дмитровская»,POINT (37.579495 55.810056),designed,tpu,https://stroi.mos.ru/construction/2111,На пересечении Дмитровского шоссе с Дмитровским проездом,2021
construction-2123,ТПУ «Люблино»,POINT (37.762389 55.676712),designed,tpu,https://stroi.mos.ru/construction/2123,появится на пересечении улиц Краснодарской и Совхозной,2020
construction-2142,ТПУ «Пятницкое шоссе»,POINT (37.355345066132 55.857083687168),designed,tpu,https://stroi.mos.ru/construction/2142,расположится у северного вестибюля одноименной станции метро Арбатско-Покровской линии (в районе примыкания к Пятницкому шоссе Муравской улицы),2019
metro_station-70,"""Кленовый бульвар""",POINT (37.682127 55.67521),designed,metro,https://stroi.mos.ru/metro/station/70,,
road-18,Северо-Восточная хорда,POINT (37.529618 55.85917),construction,road,https://stroi.mos.ru/road/road/18,"Россия, Москва, Северо-Восточная хорда",
construction-2274,Стартовые площадки,POINT (37.480001 55.844561),designed,renov-2023,https://stroi.mos.ru/construction/2274,"Пулковская ул., вл. 3, корп. 1, корп. 2",2021
metro_station-1,"""Авиамоторная""",POINT (37.716621 55.751432),construction,metro,https://stroi.mos.ru/metro/station/1,,
road-14,Развязка с Щелковским шоссе,POINT (37.839003390466 55.813882856918),designed,road,https://stroi.mos.ru/road/interchange/14,"Россия, Москва, Щёлковское шоссе",
road-7,Развязка с Волоколамским шоссе,POINT (37.396157912414 55.832447303844),designed,road,https://stroi.mos.ru/road/interchange/7,"Россия, Москва, Волоколамское шоссе",
construction-2080,Стартовые площадки,POINT (37.184331260201 55.984439872236),designed,renov-2023,https://stroi.mos.ru/construction/2080,"мкр. 9, город Зеленоград, корп.934",2021
construction-2047,Стартовые площадки,POINT (37.408636 55.72187),designed,renov-2023,https://stroi.mos.ru/construction/2047,"кв.71, 72, ул.Кубинка, д.18, корп. 2",2021
construction-2023,Стартовые площадки,POINT (37.659553758274 55.636420243323),designed,renov-2023,https://stroi.mos.ru/construction/2023,"ул. Кантемировкая, вл. 37-41",2021
construction-1924,Стартовые площадки,POINT (37.673061 55.782643),designed,renov-2023,https://stroi.mos.ru/construction/1924,"кв. 998, район Красносельский, Русаковская ул., д.6",2021
construction-1981,Стартовые площадки,POINT (37.824543200833 55.80918811637),designed,renov-2023,https://stroi.mos.ru/construction/1981,"Северное Измайлово, мкр. 80, корп. 7",2021
construction-1897,Стартовые площадки,POINT (37.581679341007 55.685699962042),designed,renov-1719,https://stroi.mos.ru/construction/1897,"район Академический, кв. 12, корп.11",2019
construction-1917,Стартовые площадки,POINT (37.453417615065 55.731318028482),designed,renov-1719,https://stroi.mos.ru/construction/1917,"район Фили-Давыдково, кв. 71, корп. 18",2019
construction-1873,Стартовые площадки,POINT (37.569480710977 55.810889784515),designed,renov-1719,https://stroi.mos.ru/construction/1873,"Тимирязевская ул., вл. 8",2019
construction-1905,Стартовые площадки,POINT (37.569262023727 55.545940460234),designed,renov-1719,https://stroi.mos.ru/construction/1905,"район Южное Бутово, кв. 2, корп. 24",2019
construction-1900,Стартовые площадки,POINT (37.527003233386 55.648491922581),designed,renov-1719,https://stroi.mos.ru/construction/1900,"район Коньково, кв. 44-47, корп. 14",2019
construction-1931,Стартовые площадки,POINT (37.509645483016 55.856297425389),designed,renov-2023,https://stroi.mos.ru/construction/1931,"район Головинский, Флотская ул., вл. 68, корп. 2",2021
construction-1929,Стартовые площадки,POINT (37.490829827755 55.845939263635),designed,renov-2023,https://stroi.mos.ru/construction/1929,"район Головинский, Авангардная ул., вл. 10",2021
construction-1912,Стартовые площадки,POINT (37.508722871421 55.665988989354),designed,renov-1719,https://stroi.mos.ru/construction/1912,"Проспект Вернадского, кв. 32-33, корп. 54",2019
construction-1885,Стартовые площадки,POINT (37.634326278133 55.87163178257),designed,renov-1719,https://stroi.mos.ru/construction/1885,"Южное Медведково, мкр. 1, 2, 3, корп. 38",2019
construction-1880,Стартовые площадки,POINT (37.656197889341 55.885421953884),designed,renov-1719,https://stroi.mos.ru/construction/1880,"Заревый проезд, вл. 9-11",2019
construction-1892,Стартовые площадки,POINT (37.736640486132 55.697872886887),designed,renov-1719,https://stroi.mos.ru/construction/1892,"ул. Артюхиной, д.28 А",2019
construction-1878,Стартовые площадки,POINT (37.638480959246 55.879827300865),designed,renov-1719,https://stroi.mos.ru/construction/1878,"ул. Полярная, д. 22",2019
construction-1948,Стартовые площадки,POINT (37.688727674821 55.874816908478),designed,renov-2023,https://stroi.mos.ru/construction/1948,"район Лосиноостровский, мкр. 3, корп. 53",2021
construction-1950,Стартовые площадки,POINT (37.577517921218 55.846440346256),designed,renov-2023,https://stroi.mos.ru/construction/1950,"Гостиничный проезд, вл.8, корп. 2",2021
construction-1974,Стартовые площадки,POINT (37.873721390943 55.706886429672),designed,renov-2023,https://stroi.mos.ru/construction/1974,"Каскадная ул., вл. 21, участок 2",2021
construction-1943,Стартовые площадки,POINT (37.562669 55.812777),designed,renov-2023,https://stroi.mos.ru/construction/1943,"Астрадамская ул., вл. 9А",2021
construction-1962,Стартовые площадки,POINT (37.736963 55.815704),designed,renov-2023,https://stroi.mos.ru/construction/1962,"ТПУ ""Открытое шоссе""",2021
construction-2011,Стартовые площадки,POINT (37.613857761267 55.709744658047),designed,renov-2023,https://stroi.mos.ru/construction/2011,на пересечении 5-го Рощинского проезда и 2-ой Рощинской ул.,2021
construction-1993,Стартовые площадки,POINT (37.786318124673 55.698084510322),designed,renov-2023,https://stroi.mos.ru/construction/1993,"мкр. 118, ул. Юных Ленинцев, вл. 117",2021
construction-2016,Стартовые площадки,POINT (37.627452 55.678986),designed,renov-2023,https://stroi.mos.ru/construction/2016,"Варшавское шоссе, напротив д. 47, корп. 2",2021
construction-1998,Стартовые площадки,POINT (37.739299349026 55.678400321977),designed,renov-2023,https://stroi.mos.ru/construction/1998,"мкр. А, Люблинская ул., д. 113",2021
construction-2004,Стартовые площадки,POINT (37.791414 55.720738),designed,renov-2023,https://stroi.mos.ru/construction/2004,"мкр. 128А, ул. Паперника, д.12",2021
construction-1979,Стартовые площадки,POINT (37.781719084676 55.752670004594),designed,renov-2023,https://stroi.mos.ru/construction/1979,"2-я Владимирская ул., вл. 30",2021
construction-2042,Стартовые площадки,POINT (37.600340164279 55.646622898198),designed,renov-2023,https://stroi.mos.ru/construction/2042,"кв. 26, 31, Черноморский бульвар, д. 22, корп. 2",2021
construction-2059,Стартовые площадки,POINT (37.559298532818 55.542093782686),designed,renov-2023,https://stroi.mos.ru/construction/2059,"Краснолиманская ул., вл. 27",2021
construction-2061,Стартовые площадки,POINT (37.472689972675 55.735792239411),designed,renov-2023,https://stroi.mos.ru/construction/2061,"ул. Кастанаевская, вл. 44-48",2021
construction-2054,Стартовые площадки,POINT (37.579208663477 55.562428782554),designed,renov-2023,https://stroi.mos.ru/construction/2054,"Феодосийская ул., вл. 7",2021
