geometry/coordinates/0,geometry/coordinates/1,geometry/type,properties/DatasetId,properties/VersionNumber,properties/ReleaseNumber,properties/RowId,properties/Attributes/Name,properties/Attributes/global_id,properties/Attributes/AdmArea,properties/Attributes/District,properties/Attributes/DescriptionLocation,properties/Attributes/Address,properties/Attributes/EventDate,properties/Attributes/TIME,properties/Attributes/PaymentInfo,type
37.721004,55.609039,Point,2249,1,25,,"Детская театральная студия «Милагрос». В программе:
сценическая речь
сценические движения
ритмика
актёрское мастерство
Возраст: от 4 до 15
Форма проведения занятий: групповая",861098166,Южный административный округ,район Орехово-Борисово Южное,ГБУК г. Москвы «ГЭЦКИ «Авангард»,"улица Генерала Белова, дом 18","Понедельник, среда","17.00, 18.00",платно,Feature
37.725801,55.62419,Point,2249,1,25,,Хор ветеранов «Вдохновение»,840256748,Южный административный округ,район Орехово-Борисово Северное,"ГБУК г. Москвы ТКС «Орехово», Районный культурно-досуговый центр «Созвездие»","Борисовский проезд, дом 22, корпус 1, строение 2",В течение года,Подробное расписание на сайте http://tks-orehovo.ru,Бесплатно,Feature
37.55752,55.729873,Point,2249,1,25,,Детский инженерный клуб «Простороботы»,840230937,Центральный административный округ,район Хамовники,"ГБУК г.Москвы «ЦБС ЦАО», Библиотека №5 имени М.А.Волошина","Новодевичий проезд, дом 10","Январь-декабрь, кроме: июль, август","Суббота, воскресенье с 10:00-17:00",Бесплатно,Feature
37.154473533729394,55.98956290327658,Point,2249,1,25,,Ведущая творческая студия города Москвы «Студия керамики «Горшеня»,861098068,Зеленоградский административный округ,район Крюково,ГАУК г. Москвы «Культурный центр «Зеленоград»,"Зеленоград, корпус 1432","Понедельник, среда, четверг","Пн.,чт.- 17:30-18:15, ср.- 15:30-18:15","Платно, стоимость 3000 р./месяц",Feature
37.7507891587519,55.7758498925678,Point,2249,1,25,,Картинг,837586388,Восточный административный округ,район Измайлово,ГАУК города Москвы «Измайловский Парк культуры и отдыха»,"Московский проспект дом 2, располагайся на месте катка «Серебряный лед»",Среда-воскресенье (весна-осень),11:00-20:00,Платно,Feature
37.679143,55.755986,Point,2249,1,25,,"Любительское объединения «Хочу все знать». Выявление и развитие творческих, интеллектуальных способностей дошкольников и младших школьников, так же проявления интереса к чтению литературы; - создание красивых и оригинальных поделок своими руками из разных материалов; -	развитие у ребенка познавательного интереса, воображения, фантазии, креативности мышления (умения гибко, оригинально мыслить, видеть обыкновенный объект под новым углом зрения); - воспитание усидчивости, аккуратности; умения работать в группе, развитие мелкой моторики руки. Формы и режим занятий: Занятия проводятся с учетом особенностей программы по возрастам, каждая тема занятия рассчитана на 1 час. (60 мин) Занятия проводятся в соответствии с утвержденной программой и расписанием занятий. После успешной реализации организуется следующий курс с более усложненной программой. Планируемый результат: - воспитание настоящего читателя и хорошего читательского вкуса; - расширение кругозора и любознательности; - развитие логического мышления и коммуникативных навыков; - умение работать в команде; - повышение уровня образованности и интеллекта, быстроты реакции; - развитие фантазии и речи; - развитие личностных качеств детей в сфере коммуникации.",861098210,Юго-Восточный административный округ,район Лефортово,"ГБУК г. Москвы «ЦБС ЮВАО», Библиотека № 122 им. А.Грина","улица Волочаевская, дом 14А, строение 1",С января 2018 по май 2018,С 11:00 до 12:00 - 2 раза в месяц по четвергам,Бесплатно,Feature
37.607304616354,55.81904063243,Point,2249,1,25,,Детская игровая площадка,64611198,Северо-Восточный административный округ,Останкинский район,"ГАУК города Москвы «Лианозовский парк культуры и отдыха», Дубовая роща по Прудовому проезду, на территории парка","Прудовой проезд, дом 13, корпус 7",Круглогодично,С 07:00 до 23:00,Вход свободный,Feature
37.92245201985117,55.68381697926563,Point,2249,1,25,,«Карамельки» - детский коллектив народного танца,861098251,Юго-Восточный административный округ,район Некрасовка,ГБУК г. Москвы «Дом культуры «Заречье»,"улица 1-я Вольская, дом 11","Вторник, четверг",С 17:00 до 18:00,Платно,Feature
37.56740088227755,55.56769530561374,Point,2249,1,25,,«Ритмическая пластика»,840238982,Юго-Западный административный округ,район Северное Бутово,"ГБУК г. Москвы «ЦБС ЮЗАО», Библиотека № 193","улица Грина, дом 11",Сезон,С 17:00 ло 18:40,Платно,Feature
37.66815879265928,55.64612326682788,Point,2249,1,25,,Студия «Хип-хоп»,840249398,Южный административный округ,район Москворечье-Сабурово,ГБУК г. Москвы «Творческий центр «Москворечье»,"Каширское шоссе, дом 52",Вторник и четверг,В 19:00,Занятия,Feature
37.78758114847905,55.72214197051249,Point,2249,1,25,,Спортивный кружок по УШУ «Цветок Лотоса»,861098237,Юго-Восточный административный округ,Рязанский район,ГБУК г. Москвы «Территориальная клубная система «Спутник»,"улица Яснополянская, дом 3, корпус 1, 2 подъезд жилого дома.",Круглогодично,С 16:00 до 19:00,Платно,Feature
37.585871,55.747535,Point,2249,1,25,,"Олимпиада для школьников «Усадьбы, парки, музеи»",840244556,Центральный административный округ,район Арбат,"ГБУК г. Москвы «Государственный музей А.С. Пушкина», филиал «Мемориальная квартира А.С. Пушкина на Арбате»","улица Арбат, дом 53",Ежедневно с октября по апрель,"Ср, Пт, Сб, Вс - с 10.00 до 18.00 ч.; чт - с 10.00 до 21.00 ч.; Пн, вт - выходной",Платная форма посещения по билетам.,Feature
37.787581148478694,55.722141970499976,Point,2249,1,25,,Спортивный кружок по УШУ «Золотой лев»,861098231,Юго-Восточный административный округ,Рязанский район,ГБУК г. Москвы «Территориальная клубная система «Спутник»,"улица Яснополянская, дом 3, корпус 1, 2 подъезд жилого дома",Круглогодично,С 19:00 до 21:00,Платно,Feature
37.489043195105445,55.62775205205406,Point,2249,1,25,,«Умка»,840236996,Юго-Западный административный округ,район Тёплый Стан,"ГБУК г. Москвы «ЦБС ЮЗАО», Библиотека № 173","улица Теплый Стан, дом 4",Сезон,С 10:00 до 13:30,Платно,Feature
37.154462804893164,55.98956591018421,Point,2249,1,25,,Ведущий творческий коллектив города Москвы «Театр танца «Крылья»,861098063,Зеленоградский административный округ,район Крюково,ГАУК г. Москвы «Культурный центр «Зеленоград»,"Зеленоград, корпус 1432","Понедельник, среда, суббота",С 17:00 до 20:00,"Платно, стоимость 3000 р./месяц",Feature
37.468271230826666,55.85347566945755,Point,2249,1,25,,Каток с искусственным льдом,841868781,Северный административный округ,район Левобережный,"Парк «Северного речного вокзала», на территории парка","Ленинградское шоссе, дом 51",В зимний период,с 10:00 до 22:00,Бесплатно,Feature
37.294915,55.613372,Point,2249,1,25,,Секция «Айкидо» (7+),840235108,Западный административный округ,район Внуково,ГБУК г. Москвы «Культурный центр «Внуково»,"улица Большая Внуковская, дом 6","С сентября по май (вторник, четверг)",С 20:00 до 21:00,Платно,Feature
37.50126926256544,55.86212955530611,Point,2249,1,25,,Изостудия «Волшебная палитра»,840228493,Северный административный округ,район Ховрино,"ГБУК г. Москвы «ЦБС САО», Библиотека № 27","улица Фестивальная, дом 67",Среда,С 16:00 до 17:00,Платно,Feature
37.47114119447287,55.85192162495465,Point,2249,1,25,,Каток с естественным льдом,841868871,Северный административный округ,район Левобережный,"Парк «Северного речного вокзала», центральный вход в парк","Ленинградское шоссе, дом 51",В зимний период,Будни с 16:00 до 24:00; выходные с 12:00 до 24:00,Платно,Feature
37.67037057539291,55.794356342050364,Point,2249,1,25,,Беспроигрышный тир на Песочной аллее,837584525,Восточный административный округ,район Сокольники,ГАУК г. Москвы «Парк культуры и отдыха «Сокольники»,Песочная аллея,Круглогодично,В будние дни с 12:00 до 20:00 ; в выходные с 11:00 до 21:00,Платно,Feature
37.79014192394229,55.713633425874875,Point,2249,1,25,,"Любительское объединение «Киноклуб». Пропаганда русского языка как государственного языка Российской Федерации; -	развитие и продвижение интереса к киноискусству, литературе и произведениям, легшим в основу кино-шедевров; - формирование интереса к киноискусству как части общечеловеческой культуры; -	эстетическое развитие личности.",861098418,Юго-Восточный административный округ,Рязанский район,"ГБУК г. Москвы «ЦБС ЮВАО», Центральная детская библиотека № 104","улица 1-я Новокузьминская, дом 16, корпус 2",С января 2018 по май 2018,Каждый четверг с 17:00 по 18:30,Бесплатно,Feature
37.822662,55.731224,Point,2249,1,25,,Теннисный корт №3,840246586,Восточный административный округ,район Вешняки,"ГАУК г.Москвы «Перовский парк культуры и отдыха», парк у прудов «Радуга», пересечение улицы Юности и аллеи Жемчуговой","Корт расположен со стороны аллеи Жемчуговой, у Большого Графского пруда",летний период,круглосуточно,бесплатно,Feature
37.59927561838511,55.75697908787569,Point,2249,1,25,,"Детские спектакли для детей и их родителей: «Остров сокровищ», «Недоросль», «Сотворившая чудо», «Бедная Лиза», «Емеля», «Золотая рыбка»",859660609,Центральный административный округ,Пресненский район,Московский театр «У Никитских ворот»,"улица Большая Никитская, дом 23/14/9",С сентября по апрель,С 12:00 до 14:00,Платная,Feature
37.429122626983485,55.84887085742991,Point,2249,1,25,,"Студия «Занимательные шахматы». Приглашает детей от 5 до 9 лет. Игра в шахматы позволит приобрести много полезных навыков. Дошкольникам - лучше подготовиться к школе, а школьникам - успешнее справляться с домашними занятиями. Занятия проводит педагог-психолог В.В. Ильинская.",841846247,Северо-Западный административный округ,район Южное Тушино,ГБУК г. Москвы «Выставочный зал «Тушино»,"бульвар Яна Райниса, дом 19, корпус 1",Еженедельно по субботам,"16:00-17:00, 17:00-18:00, 18:00-19:30",Платно,Feature
37.61827544047527,55.65947696732565,Point,2249,1,25,,"Студия «Территория талантливых людей». На занятиях в изо-студии «ТТЛ» учащиеся осваивают разные техники рисунка и живописи, учатся работать с различными материалами, комбинировать их, осваивают декоративно-прикладное искусство. Занятия развивают творческие и интеллектуальные способности. По результатам обучения проводятся выставки работ учащихся.",861098413,Южный административный округ,Нагорный район,"ГБУК г. Москвы «Объединение «ВЗ Москвы», Галерея-мастерская «Варшавка»","Варшавское шоссе, дом 68, корпус 1",Сентябрь-май,С 15:30-18:30,Платно (350 руб.),Feature
37.56737406018724,55.56771658382206,Point,2249,1,25,,Подготовка к школе «Эрудит»,840238937,Юго-Западный административный округ,район Северное Бутово,"ГБУК г. Москвы «ЦБС ЮЗАО», Библиотека № 193","улица Грина, дом 11",Сезон,С 11:45 до 12:40,Платно,Feature
37.523267,55.826463,Point,2249,1,25,,Студия «Развивайка»,840232036,Северный административный округ,район Коптево,"ГБУК г. Москвы «ЦБС САО», Библиотека № 46","улица Новопетровская, дом 16А","Вторник, четверг",С 16:00 до 20:00,Платно,Feature
37.56672270304092,55.802030128963594,Point,2249,1,25,,Студия современного танца В. Лавричева,841556230,Северный административный округ,Савёловский район,"ГБУК г. Москвы «ЦБС САО», Библиотека № 40","1-я Хуторская улица, дом 2, корпус 2","Вторник, четверг",с 18:00 до 21:00,Платно,Feature
37.46794,55.866157,Point,2249,1,25,,Оригами,840253199,Северный административный округ,район Левобережный,ГБУК г. Москвы «Клуб «Ладога»,"Валдайский проезд, дом 8, У клуба отдельный вход. В этом же здании располагается магазин Билла, аптека.",Каждый четверг,С 17:30 до 19:00,Бесплатно,Feature
37.58541073743432,55.747219154655355,Point,2249,1,25,,Абонемент «Графика»,840252690,Центральный административный округ,район Арбат,"ГБУК г. Москвы «Государственный музей А.С. Пушкина», филиал «Выставочные залы на Арбате»","Денежный переулок, дом 32/55","По воскресеньям, с октября по апрель.",В 11.00,Платная форма посещения по экскурсионным путёвкам,Feature
37.764538906745834,55.82419907911376,Point,2249,1,25,,Студия общего развития «Речецветик» (4-5 лет),840229725,Восточный административный округ,район Метрогородок,ГБУК г. Москвы «Клуб «Лицей»,"улица Николая Химушина, дом 17, корпус 3, 1 этаж, кабинет 107",Четверг,С 18:30 до 19:15,Бесплатно,Feature
37.51593562698334,55.80401974548374,Point,2249,1,25,,Театр «Центр драматургии и режиссуры»,861098041,Северный административный округ,район Сокол,ГБУК г. Москвы «Театр «Центр драматургии и режиссуры»,"Ленинградский проспект, дом 71, корпус Г, театр находится в жилом доме",Ежемесячно,18:00,Платно,Feature
37.726116,55.808933,Point,2249,1,25,,Студия современного танца «LovaTeam» группа «Kids Dance» (5-8 лет),840233865,Восточный административный округ,район Богородское,"ГБУК г. Москвы «Клуб «Лицей», ОСП ""Богородское"", 1 этаж, зал","бульвар Маршала Рокоссовского, дом 3, вход со двора",Среда и пятница,С 17:15 до 18:00 и с 17:30 до 18:15 соответственно,Платно,Feature
37.5977072539668,55.74365285992854,Point,2249,1,25,,Абонемент «Сказка вокруг нас»,840251708,Центральный административный округ,район Хамовники,ГБУК г. Москвы «Государственный музей А.С. Пушкина»,"119034, Москва, ул. Пречистенка, 12/2, Основное здание, вход со стороны Хрущевского переулка","По субботам, с октября по апрель.",В 12:15,Платная форма посещения по экскурсионным путёвкам,Feature
37.746265,55.701983,Point,2249,1,25,,"Клуб по интересам «Историк с». Знакомство занимающихся с всемирным историко-культурным наследием; - формирование чувства патриотизма и гражданственности, воспитание духовности; - развитие гуманитарной культуры школьников, приобщение к ценностям национальной и мировой культуры, воспитание уважение к истории, культуре, традициям своего и других народов; - активизация поисковой деятельности учащихся; - увеличение суммы фактологических знаний с целью воссоздания целостной картины исторического процесса; - овладение методами исторического познания, умениями работать с различными источниками исторической информации.",840253079,Юго-Восточный административный округ,район Текстильщики,"ГБУК г. Москвы «ЦБС ЮВАО», Детская библиотека № 128 - Культурный центр М.А. Шолохова","8-я улица Текстильщиков, дом 14",С января 2018 по май 2018,С 12:00 до 13:00 - 2 раза в месяц по субботам,Бесплатно,Feature
37.530905441875,55.878850762298,Point,2249,1,25,,Детская игровая площадка,64603608,Северный административный округ,Дмитровский район,"ГАУК города Москвы «Лианозовский парк культуры и отдыха», Парк «Ангарские пруды», на территории парка","Ангарская улица, дом 51",Круглогодично,С 07:00 до 23:00,Вход бесплатный,Feature
37.584127141487,55.90817152916,Point,2249,1,25,,Детская игровая площадка,64611190,Северо-Восточный административный округ,район Лианозово,"ГАУК города Москвы «Лианозовский парк культуры и отдыха», Усадьба «Алтуфьево», на территории парка","Алтуфьевское шоссе, дом 149",круглогодично,с 07:00 до 23:00,вход свободный,Feature
37.59385140740856,55.741183573362555,Point,2249,1,25,,"Музыкально-просветительский проект ""Музыка в музее"": концерт учащихся ДМШ Московского государственного колледжа музыкального исполнительства им. Ф. Шопена в Галерее искусств Зураба Церетели",841925004,Центральный административный округ,район Хамовники,Галерея искусств Зураба Церетели,"ул.Пречистенка, д.19",29 апреля 2018 г.,14:00,Вход по билетам музейно-выставочного комплекса,Feature
37.511751,55.785655,Point,2249,1,25,,Студия «Живопись и рисунок»,841556236,Северный административный округ,Хорошёвский район,"ГБУК г. Москвы «ЦБС САО», Библиотека № 43","улица Куусинена, дом 17. корпус 2",Суббота,с 16:00 до 19:30,Платно,Feature
37.681937,55.615415,Point,2249,1,25,,Концерт «Детский альбом»,837587155,Южный административный округ,район Орехово-Борисово Северное,ГБУК г. Москвы «ГМЗ «Царицыно»,"улица Дольская, дом 1",22 апреля,12:00,платная 600 рублей,Feature
37.620807832091,55.895367782426,Point,2249,1,25,,Детская игровая площадка,64601374,Северо-Восточный административный округ,район Бибирево,"ГАУК города Москвы «Лианозовский парк культуры и отдыха» Этнографическая деревня Бибирево, на территории парка","улица Белозерская, дом 16",Круглогодично,С 07:00 до 23:00,Вход свободный,Feature
37.548923,55.755302,Point,2249,1,25,,Каток с естественным льдом,861098238,Центральный административный округ,Пресненский район,ГАУК г. Москвы «Парк культуры и отдыха «Красная Пресня»,"улица Мантулинская, дом 5, строение 4, рядом со зданием проката",В зимний период,"С 10:00-22:00 в будни, 10:00-23:00 в выходные",Вход платный/вход свободный для детей до 6 лет,Feature
37.597739440475166,55.74364075573584,Point,2249,1,25,,Абонемент «Театральная шкатулка»,840252227,Центральный административный округ,район Хамовники,ГБУК г. Москвы «Государственный музей А.С. Пушкина»,"улица Пречистенка, дом 12/2, Основное здание, вход со стороны Хрущевского переулка","По субботам, с октября по апрель.",В 11:30,Платная форма посещения по экскурсионным путёвкам,Feature
37.66812928836039,55.646103548123996,Point,2249,1,25,,«Иван да Марья»,840249258,Южный административный округ,район Москворечье-Сабурово,ГБУК г. Москвы «Творческий центр «Москворечье»,"Каширское шоссе, дом 52",С понедельника по пятницу; суббота,В 12:30/12:00,Занятия,Feature
37.585871,55.747535,Point,2249,1,25,,Интерактивная тематическая экскурсия «Что нового покажет мне Москва…» (Грибоедовская Москва в комедии «Горе от ума»).,840244044,Центральный административный округ,район Арбат,"ГБУК г. Москвы «Государственный музей А.С. Пушкина», филиал «Мемориальная квартира А.С. Пушкина на Арбате»","улица Арбат, дом 53",Ежедневно,"Ср, Пт, Сб, Вс - с 10.00 до 18.00 ч.; чт - с 12.00 до 21.00 ч.; Пн,вт. - выходной",Платная форма посещения по билетам.,Feature
37.75207164816169,55.78399113145845,Point,2249,1,25,,Тюбинговая горка,837584919,Восточный административный округ,район Измайлово,ГАУК г. Москвы «Измайловский Парк культуры и отдыха»,"Народный проспект, дом 3, Тюбинговая горка, Северная площадь парка",Ежедневно (в зимний период),До 22:00,Бесплатно,Feature
37.76133607605717,55.657968160505916,Point,2249,1,25,,"Любительское объединение «Киноклуб». Пропаганда русского языка как государственного языка Российской Федерации; -	развитие и продвижение интереса к киноискусству, литературе и произведениям, легшим в основу кино-шедевров; - формирование интереса к киноискусству как части общечеловеческой культуры; -	эстетическое развитие личности.",840251434,Юго-Восточный административный округ,район Марьино,"ГБУК г. Москвы «ЦБС ЮВАО», Детская библиотека № 133","улица Братиславская, дом 19, корпус 1",С января 2018 по май 2018,С 13:00 до 14:00 - 1 раз в месяц по субботам,Бесплатно,Feature
37.56060778769644,55.85803110269737,Point,2249,1,25,,Спортивный клуб «Виктория» (младшая и молодежная группы),841556214,Северный административный округ,Бескудниковский район,"ГБУК г. Москвы «ЦБС САО», Библиотека № 38","Дмитровское шоссе, дом 66","Понедельник, среда, пятница",с 17:30 до 21:00,Платно,Feature
37.768013,55.740517,Point,2249,1,25,,Библиотека № 102,840242797,Восточный административный округ,район Перово,ГБУК г.Москвы «ЦБС ВАО» Библиотека № 102,"улица Плеханова, дом 26, корпус 4",круглогодично,12.00-20.00,свободная,Feature
37.668974,55.769054,Point,2249,1,25,,Экскурсия «Мой дядюшка-поэт»,861098072,Центральный административный округ,Басманный район,"ГБУК г. Москвы «Государственный музей А.С. Пушкина», филиал «Дом-музей В.Л. Пушкина на Старой Басманной»","улица Старая Басманная, дом 36",Ежедневно,"Ср, Пт, Сб, Вс - с 10:00 до 18:00; чт - с 12:00 до 21:00; Пн, вт. - выходной",Платная форма посещения по экскурсионным путёвкам,Feature
37.451618,55.779813,Point,2249,1,25,,Студия изобразительного искусства «Перспектива»,861098006,Северо-Западный административный округ,район Хорошёво-Мнёвники,ГБУК г. Москвы «Дом культуры «Берендей»,"проспект Маршала Жукова, дом 76, рядом с Живописным мостом и Серебряным бором","Понедельник, четверг",С 18:45 до 19:30,Платно,Feature
37.592235414680296,55.68183170997949,Point,2249,1,25,,«Молли»,840237340,Юго-Западный административный округ,район Котловка,"ГБУК г. Москвы «ЦБС ЮЗАО», Библиотека № 182","улица Дмитрия Ульянова, дом 43, корпус 1",Сезон,С 10:00 до 11:45,Платно,Feature
37.1544762159382,55.98956139983577,Point,2249,1,25,,Группа интеллектуального развития «Развивашки»,840235446,Зеленоградский административный округ,район Крюково,ГАУК г. Москвы «Культурный центр «Зеленоград»,"Зеленоград, корпус 1432","Вторник, четверг","С 11:00 до 12:00, с 17:00 до 18:00","Платно, стоимость 4000 р./месяц",Feature
37.54792229430335,55.69643482131126,Point,2249,1,25,,"«Учусь, играя»",840237775,Юго-Западный административный округ,Гагаринский район,"ГБУК г. Москвы «ЦБС ЮЗАО», Библиотека № 177","Университетский проспект, дом 9",Сезон,С 18:00 до 19:30,Платно,Feature
37.70691,55.611668,Point,2249,1,25,,Студия гитары «Серебряные струны»,840254415,Южный административный округ,район Орехово-Борисово Северное,"ГБУК г. Москвы «ТКС «Орехово», Центр творческого развития личности «Гармония»","улица Домодедовская, дом 22, корпус 1",В течение года,Подробное расписание на сайте http://tks-orehovo.ru,Платно,Feature
37.678700915344116,55.76715646030897,Point,2249,1,25,,Философский клуб для подростков «Платон и Ко»,861098242,Центральный административный округ,Басманный район,ГБУК г. Москвы «Центральная универсальная научная библиотека имени Н.А. Некрасова»,"улица Бауманская, дом 58/25, строение 14",Каждое воскресенье,С 15:00 до 17:00,Бесплатно,Feature
37.72087525396726,55.609038999963346,Point,2249,1,25,,"Студия интеллектуального развития детей «Буратино». В программе: развитие мелкой моторики, основы математических знаний, обучение грамоте, чистописание
развитие речи, чтение, ознакомление с окружающим миром. Возраст: от 5 до 7 лет. Форма проведения занятий: групповая, индивидуальная.",840250474,Южный административный округ,район Орехово-Борисово Южное,ГБУК г. Москвы «Государственный экспериментальный Центр культуры и искусства «Авангард»,"улица Генерала Белова, дом 18","Понедельник, четверг, воскресенье","В 17.00, 18.00",Платно,Feature
37.775968,55.744853,Point,2249,1,25,,Спортивная площадка для пляжного волейбола,840245293,Восточный административный округ,район Перово,"ГАУК г.Москвы «Перовский парк культуры и отдыха», площадка расположена со стороны улицы Перовской","улица Лазо, владение 7",летний период,круглосуточно,бесплатно,Feature
37.597836,55.743553,Point,2249,1,25,,Обзорная экскурсия по экспозиции «Пушкин и его эпоха»,840243350,Центральный административный округ,район Хамовники,"ГБУК г. Москвы «Государственный музей А.С. Пушкина», вход в основное здание со стороны Хрущевского переулка","улица Пречистенка, дом 12/2",Ежедневно,"Вт, Ср, Пт, Сб, Вс - с 10.00 до 18.00 ч.; чт - с 10.00 до 21.00 ч.; Пн - выходной",Платная форма посещения по билетам.,Feature
37.55647620734004,55.88282973570353,Point,2249,1,25,,"Студия раннего развития «Лунтик» (от 3 до 5 лет). В программе занятий: развитие речи, обучение грамоте, элементарная математика, ознакомление с окружающим миром.",840257967,Северный административный округ,район Восточное Дегунино,ГБУК г. Москвы «Центр культуры «Гармония»,"Дубнинская улица, дом 73А",каждый понедельник и среду,В 17.20-18.20; 18.20-19.10,Платно,Feature
37.660318047855,55.7674418989,Point,2249,1,25,,Сад имени Баумана: детский театр «Домик Фанни Белл»,64601365,Центральный административный округ,Басманный район,"ГАУК города Москвы «Сад культуры и отдыха имени Н.Э. Баумана», Павильон 3","Старая Басманная улица, дом 15",Круглогодично,С 9:00 до 20:00 (согласно афише спектаклей),Вход по билетам,Feature
37.17080537301625,55.98939404128656,Point,2249,1,25,,Ведущая творческая студия города Москвы «Студия «Зебра»,840236130,Зеленоградский административный округ,район Силино,ГАУК г. Москвы «Культурный центр «Зеленоград»,"Зеленоград, корпус 1013А","Понедельник, вторник, четверг","Пн. 16:00-19:00, вт. 15:00-20:00, чт. 16:00-20:00","Платно, стоимость 3000 р./месяц",Feature
37.472288355819614,55.62285393626579,Point,2249,1,25,,"Кружок «Приглашаем в сказку». Популяризация отечественной и зарубежной литературы для детей дошкольного и младшего школьного возраста, изготовление поделок, аппликаций, рисунки по теме.",840227559,Новомосковский административный округ,"поселение ""Мосрентген""","ГБУК г. Москвы «ЦБС «Новомосковская», Библиотека № 257","поселение «Мосренген», посёлок. завода Мосренген, дом 19, на 1 этаже жилого дома",Последнее воскресенье месяца,С 13:00 до 14:00,Бесплатно,Feature
37.52252813988095,55.7536662204665,Point,2249,1,25,,Клуб «Клио»,861098020,Центральный административный округ,Пресненский район,"ГБУК г.Москвы «ЦБС ЦАО», Библиотека №11 имени Д.В.Давыдова","Мукомольный проезд, дом 9, корпус 2","Январь-декабрь, кроме: июнь, июль, август",Среда с 15:00-16:00,Бесплатно,Feature
37.538925,55.7333,Point,2249,1,25,,Клуб «Башня»,840232840,Западный административный округ,район Раменки,ГБУК г. Москвы «Территориальная клубная система «Оптимист»,"1-й Сетуньский проезд, дом 16/2, на первом этаже жилого дома (расположено в микрорайоне Потылиха)",Понедельник - пятница,С 10:00 до 21:00,Платно/ бесплатно,Feature
37.561491,55.690623,Point,2249,1,25,,ЦМИТ «БионикЛа»,861097997,Юго-Западный административный округ,Академический район,ГБУК г. Москвы «Государственный Дарвиновский музей»,"улица Вавилова, дом 57, 3 этаж выставочных залов, аудитория 343",Вторник-воскресенье,С 10:00 до 18:00 (в четверг с 13:00 до 21:00).,Стоимость одного занятия - 200 рублей,Feature
37.371234626983416,55.643851125767476,Point,2249,1,25,,Клуб «Позиция»,841556220,Западный административный округ,район Ново-Переделкино,ГБУК г. Москвы «ТКС «Ново-Переделкино,"улица Приречная, дом 5, первый этаж жилого дома","Суббота, воскресенье - выходной",Будни с 13:00 до 21:00,"Кружки по записи, мероприятия - свободный вход",Feature
37.59772871163926,55.743634703575296,Point,2249,1,25,,Абонемент «Мир художника»,840252069,Центральный административный округ,район Хамовники,ГБУК г. Москвы «Государственный музей А.С. Пушкина»,"улица Пречистенка, дом 12/2, Основное здание, вход со стороны Хрущевского переулка","По субботам, с октября по апрель",В 15:30,Платная форма посещения по экскурсионным путёвкам,Feature
37.57466864418022,55.840300500261684,Point,2249,1,25,,Лепка и Гончарный круг,841846273,Северный административный округ,Тимирязевский район,ГБУДО г. Москвы «Тимирязевская детская художественная школа»,"Дмитровское шоссе, дом 34, корпус 2","Суббота, воскресенье",с 10:00 до 12:15,Платная,Feature
37.75635631484917,55.78140754450753,Point,2249,1,25,,Айсшток,861098148,Восточный административный округ,район Измайлово,ГАУК г. Москвы «Измайловский Парк культуры и отдыха»,"2 переулок Измайловского зверинца, Центральная часть парка",Ежедневно по записи,11:00-20:00,Платно,Feature
37.50817737301619,55.53817269801173,Point,2249,1,25,,«Английский язык»,840239343,Юго-Западный административный округ,район Южное Бутово,"ГБУК г. Москвы «ЦБС ЮЗАО», Библиотека № 195","улица Адмирала Лазарева, дом 61",Сезон,С 17:00 до 19:35,Платно,Feature
37.75202215078704,55.785320429291566,Point,2249,1,25,,Детский досуговый центр «Светлячок»,837585621,Восточный административный округ,район Измайлово,ГАУК г. Москвы «Измайловский Парк культуры и отдыха»,"Майская аллея, располагается на Северной части парка сразу за «Аттрапарком»",Среда-воскресенье,11:00-19:00,Платно,Feature
37.726116,55.808933,Point,2249,1,25,,Курс дошкольной подготовки «Знайка» (4-7 лет),840233717,Восточный административный округ,район Богородское,"ГБУК г. Москвы «Клуб «Лицей», ОСП «Богородское», 1 этаж, кабинет 1","бульвар Маршала Рокоссовского, дом 3, вход со двора",Суббота,С 13:00 до 14:30,Платно,Feature
37.668145381614394,55.646097480829496,Point,2249,1,25,,Детский Фольклорный Ансамбль «Жаворонки»,840258037,Южный административный округ,район Москворечье-Сабурово,ГБУК г. Москвы «Творческий центр «Москворечье»,"Каширское шоссе, дом 52","Понедельник, четверг",В 16:45,Занятия,Feature
