"id";"tag";"geom";"data_source"
"1672";"playground";"POINT (37.6307842 55.8589479)";"OpenStreetMap"
"1673";"fitness_station";"POINT (37.6555365 55.8740133)";"OpenStreetMap"
"1674";"playground";"POINT (37.4584659 55.7876572)";"OpenStreetMap"
"1675";"playground";"POINT (37.4586515 55.7878802)";"OpenStreetMap"
"1676";"playground";"POINT (37.6612074 55.7064686)";"OpenStreetMap"
"1677";"sports_centre";"POINT (37.9922718 55.7510791)";"OpenStreetMap"
"1678";"sports_centre";"POINT (38.0283168 55.7500713)";"OpenStreetMap"
"1679";"playground";"POINT (37.6381705 55.8661851)";"OpenStreetMap"
"1680";"picnic_table";"POINT (37.6394584 55.8661967)";"OpenStreetMap"
"1681";"playground";"POINT (37.6513168 55.869369)";"OpenStreetMap"
"1682";"playground";"POINT (37.6326924 55.8577054)";"OpenStreetMap"
"1683";"picnic_table";"POINT (36.8010639 55.7105563)";"OpenStreetMap"
"1684";"playground";"POINT (37.4426717 55.7226009)";"OpenStreetMap"
"1685";"playground";"POINT (37.444763 55.7229694)";"OpenStreetMap"
"1686";"playground";"POINT (37.441209 55.8369385)";"OpenStreetMap"
"1687";"playground";"POINT (37.6019874 55.796922)";"OpenStreetMap"
"1688";"pitch";"POINT (37.6966417 55.6258236)";"OpenStreetMap"
"1689";"playground";"POINT (37.8329993 55.7816972)";"OpenStreetMap"
"1690";"playground";"POINT (37.8209869 55.778802)";"OpenStreetMap"
"1691";"playground";"POINT (37.8374735 55.7780619)";"OpenStreetMap"
"1692";"playground";"POINT (37.8276593 55.7744505)";"OpenStreetMap"
"1693";"playground";"POINT (37.5097621 55.5347315)";"OpenStreetMap"
"1694";"sports_centre";"POINT (37.6166876 55.7655389)";"OpenStreetMap"
"1695";"playground";"POINT (37.2892539 55.6799783)";"OpenStreetMap"
"1696";"playground";"POINT (37.7000367 55.9032136)";"OpenStreetMap"
"1697";"playground";"POINT (37.7008306 55.9029369)";"OpenStreetMap"
"1698";"fitness_station";"POINT (37.7002727 55.9030632)";"OpenStreetMap"
"1699";"playground";"POINT (37.699772 55.9034661)";"OpenStreetMap"
"1700";"playground";"POINT (38.0574766 55.9008527)";"OpenStreetMap"
"1701";"pitch";"POINT (37.8339445 55.7297853)";"OpenStreetMap"
"1702";"playground";"POINT (37.6300656 55.789929)";"OpenStreetMap"
"1703";"playground";"POINT (37.631104 55.7910305)";"OpenStreetMap"
"1704";"playground";"POINT (37.4703551 55.5746557)";"OpenStreetMap"
"1705";"playground";"POINT (37.8076551 55.7556901)";"OpenStreetMap"
"1706";"playground";"POINT (38.6551296 55.7778171)";"OpenStreetMap"
"1707";"playground";"POINT (37.7707189 55.7063805)";"OpenStreetMap"
"1708";"fitness_station";"POINT (37.8480869 55.718036)";"OpenStreetMap"
"1709";"playground";"POINT (37.8248818 55.7204302)";"OpenStreetMap"
"1710";"playground";"POINT (37.8255362 55.7210897)";"OpenStreetMap"
"1711";"playground";"POINT (37.6222434 55.8170218)";"OpenStreetMap"
"1712";"playground";"POINT (37.6252287 55.8171601)";"OpenStreetMap"
"1713";"playground";"POINT (37.6278625 55.8190731)";"OpenStreetMap"
"1714";"pitch";"POINT (37.8314396 55.6753037)";"OpenStreetMap"
"1715";"sports_centre";"POINT (37.6627347 55.6831659)";"OpenStreetMap"
"1716";"playground";"POINT (37.6747949 55.7684075)";"OpenStreetMap"
"1717";"playground";"POINT (37.6705766 55.7684912)";"OpenStreetMap"
"1718";"playground";"POINT (37.6718785 55.7678425)";"OpenStreetMap"
"1719";"playground";"POINT (37.898769 55.5862618)";"OpenStreetMap"
"1720";"track";"POINT (37.4898677 55.7279895)";"OpenStreetMap"
"1721";"pitch";"POINT (37.1198393 55.885056)";"OpenStreetMap"
"1722";"sports_centre";"POINT (37.589022 55.6203093)";"OpenStreetMap"
"1723";"playground";"POINT (37.637153 55.7411867)";"OpenStreetMap"
"1724";"playground";"POINT (36.8641011 55.9079882)";"OpenStreetMap"
"1725";"pitch";"POINT (37.5272106 55.3746765)";"OpenStreetMap"
"1726";"playground";"POINT (37.7831286 55.7305047)";"OpenStreetMap"
"1727";"playground";"POINT (37.796042 55.734475)";"OpenStreetMap"
"1728";"fitness_station";"POINT (37.7961757 55.7356542)";"OpenStreetMap"
"1729";"sports_centre";"POINT (37.6137684 55.6502295)";"OpenStreetMap"
"1730";"playground";"POINT (37.6141577 55.6521705)";"OpenStreetMap"
"1731";"playground";"POINT (37.6114272 55.7989184)";"OpenStreetMap"
"1732";"playground";"POINT (38.8542744 55.7485381)";"OpenStreetMap"
"1733";"playground";"POINT (38.8467612 55.7375215)";"OpenStreetMap"
"1734";"sauna";"POINT (37.6678065 55.6226)";"OpenStreetMap"
"1735";"pitch";"POINT (37.7716805 55.7392526)";"OpenStreetMap"
"1736";"playground";"POINT (37.7751835 55.7391542)";"OpenStreetMap"
"1737";"playground";"POINT (37.773003 55.7408393)";"OpenStreetMap"
"1738";"playground";"POINT (37.7728194 55.7413266)";"OpenStreetMap"
"1739";"playground";"POINT (37.7726413 55.7449909)";"OpenStreetMap"
"1740";"pitch";"POINT (37.0990559 55.8462234)";"OpenStreetMap"
"1741";"swimming_pool";"POINT (37.2768465 55.6818786)";"OpenStreetMap"
"1742";"playground";"POINT (37.428542 55.7397616)";"OpenStreetMap"
"1743";"playground";"POINT (37.5221557 55.8265531)";"OpenStreetMap"
"1744";"fitness_station";"POINT (37.4124231 55.8011569)";"OpenStreetMap"
"1745";"fitness_station";"POINT (37.4129166 55.8015007)";"OpenStreetMap"
"1746";"playground";"POINT (37.8562681 56.0159788)";"OpenStreetMap"
"1747";"playground";"POINT (37.8921208 55.702189)";"OpenStreetMap"
"1748";"playground";"POINT (38.0990074 55.9491907)";"OpenStreetMap"
"1749";"fitness_centre";"POINT (37.5802522 55.79693)";"OpenStreetMap"
"1750";"pitch";"POINT (37.6236869 55.6586944)";"OpenStreetMap"
"1751";"playground";"POINT (38.4459773 56.133037)";"OpenStreetMap"
"1752";"playground";"POINT (38.1341315 56.0111311)";"OpenStreetMap"
"1753";"playground";"POINT (37.7029892 55.6183175)";"OpenStreetMap"
"1754";"playground";"POINT (37.309121 55.8214553)";"OpenStreetMap"
"1755";"playground";"POINT (37.3090107 55.8221352)";"OpenStreetMap"
"1756";"playground";"POINT (38.4232127 56.0489902)";"OpenStreetMap"
"1757";"fitness_station";"POINT (37.4623653 55.7177085)";"OpenStreetMap"
"1758";"playground";"POINT (37.6691517 55.6771721)";"OpenStreetMap"
"1759";"playground";"POINT (37.6700024 55.6783733)";"OpenStreetMap"
"1760";"playground";"POINT (37.3208687 55.8140336)";"OpenStreetMap"
"1761";"playground";"POINT (37.3168511 55.8159269)";"OpenStreetMap"
"1762";"playground";"POINT (37.1033542 56.0884037)";"OpenStreetMap"
"1763";"sauna";"POINT (37.1028137 56.0898698)";"OpenStreetMap"
"1764";"playground";"POINT (37.112071 56.0937496)";"OpenStreetMap"
"1765";"playground";"POINT (37.1125676 56.0947887)";"OpenStreetMap"
"1766";"playground";"POINT (37.1157366 56.0953789)";"OpenStreetMap"
"1767";"playground";"POINT (37.6501071 55.8547577)";"OpenStreetMap"
"1768";"playground";"POINT (37.6390046 55.8580019)";"OpenStreetMap"
"1769";"playground";"POINT (37.6360711 55.8581572)";"OpenStreetMap"
"1770";"playground";"POINT (37.6478371 55.1140124)";"OpenStreetMap"
"1771";"fitness_station";"POINT (37.6390725 55.8593474)";"OpenStreetMap"
"1772";"playground";"POINT (37.5264447 55.597657)";"OpenStreetMap"
"1773";"playground";"POINT (37.6173176 55.7992108)";"OpenStreetMap"
"1774";"playground";"POINT (37.0490589 56.0828661)";"OpenStreetMap"
"1775";"playground";"POINT (37.4847189 55.8569923)";"OpenStreetMap"
"1776";"playground";"POINT (37.3193223 55.9412993)";"OpenStreetMap"
"1777";"fitness_centre";"POINT (37.3125183 55.8203304)";"OpenStreetMap"
"1778";"sports_centre";"POINT (37.5221171 55.5444719)";"OpenStreetMap"
"1779";"sports_centre";"POINT (37.5220296 55.5445462)";"OpenStreetMap"
"1780";"playground";"POINT (37.7720158 55.7087256)";"OpenStreetMap"
"1781";"playground";"POINT (37.4941155 55.816271)";"OpenStreetMap"
"1782";"playground";"POINT (37.495899 55.8157405)";"OpenStreetMap"
"1783";"playground";"POINT (37.4934019 55.8200338)";"OpenStreetMap"
"1784";"playground";"POINT (37.6161638 55.709989)";"OpenStreetMap"
"1785";"sports_centre";"POINT (37.8760329 55.6894683)";"OpenStreetMap"
"1786";"playground";"POINT (37.6101679 55.6936859)";"OpenStreetMap"
"1787";"playground";"POINT (38.0427085 55.6101906)";"OpenStreetMap"
"1788";"picnic_table";"POINT (37.6468839 55.8657577)";"OpenStreetMap"
"1789";"sports_centre";"POINT (37.2410437 55.7857075)";"OpenStreetMap"
"1790";"sports_centre";"POINT (37.2423365 55.7852228)";"OpenStreetMap"
"1791";"playground";"POINT (37.4104771 55.7621376)";"OpenStreetMap"
"1792";"playground";"POINT (37.5822843 55.690726)";"OpenStreetMap"
"1793";"playground";"POINT (37.583742 55.6919849)";"OpenStreetMap"
"1794";"playground";"POINT (37.637442 55.7572527)";"OpenStreetMap"
"1795";"sauna";"POINT (36.7328271 55.3834104)";"OpenStreetMap"
"1796";"sports_centre";"POINT (37.7130772 55.7942754)";"OpenStreetMap"
"1797";"sports_centre";"POINT (37.6889188 55.7237448)";"OpenStreetMap"
"1798";"playground";"POINT (37.7109396 55.7667091)";"OpenStreetMap"
"1799";"playground";"POINT (37.7162038 55.6240975)";"OpenStreetMap"
"1800";"playground";"POINT (37.7176175 55.6247361)";"OpenStreetMap"
"1801";"pitch";"POINT (37.4081911 55.665942)";"OpenStreetMap"
"1802";"playground";"POINT (37.8093947 55.8150252)";"OpenStreetMap"
"1803";"playground";"POINT (37.5732022 55.6781963)";"OpenStreetMap"
"1804";"playground";"POINT (37.5600079 55.6776907)";"OpenStreetMap"
"1805";"playground";"POINT (37.5588362 55.6782293)";"OpenStreetMap"
"1806";"playground";"POINT (37.5594022 55.6782558)";"OpenStreetMap"
"1807";"playground";"POINT (37.558095 55.6789679)";"OpenStreetMap"
"1808";"playground";"POINT (37.5574311 55.6795474)";"OpenStreetMap"
"1809";"ice_rink";"POINT (37.709154 55.9207665)";"OpenStreetMap"
"1810";"playground";"POINT (37.5172761 55.5975317)";"OpenStreetMap"
"1811";"playground";"POINT (37.520798 55.5991144)";"OpenStreetMap"
"1812";"sports_centre";"POINT (37.3340929 55.8176992)";"OpenStreetMap"
"1813";"playground";"POINT (38.2401125 55.5621356)";"OpenStreetMap"
"1814";"playground";"POINT (38.2408642 55.5620689)";"OpenStreetMap"
"1815";"playground";"POINT (38.2414623 55.5618914)";"OpenStreetMap"
"1816";"playground";"POINT (38.2420539 55.561712)";"OpenStreetMap"
"1817";"playground";"POINT (38.2374188 55.5633265)";"OpenStreetMap"
"1818";"playground";"POINT (37.6936402 55.8759661)";"OpenStreetMap"
"1819";"playground";"POINT (37.6949567 55.8763823)";"OpenStreetMap"
"1820";"playground";"POINT (37.692603 55.8765602)";"OpenStreetMap"
"1821";"playground";"POINT (37.6942991 55.8769209)";"OpenStreetMap"
"1822";"playground";"POINT (38.2380192 55.5631315)";"OpenStreetMap"
"1823";"playground";"POINT (37.4573387 55.8444774)";"OpenStreetMap"
"1824";"playground";"POINT (37.4790081 55.6360541)";"OpenStreetMap"
"1825";"playground";"POINT (36.9929456 55.626294)";"OpenStreetMap"
"1826";"ice_rink";"POINT (37.5642179 55.6814015)";"OpenStreetMap"
"1827";"playground";"POINT (37.9624479 55.9244319)";"OpenStreetMap"
"1828";"playground";"POINT (37.9657713 55.9256103)";"OpenStreetMap"
"1829";"playground";"POINT (37.5619674 55.6989847)";"OpenStreetMap"
"1830";"fitness_centre";"POINT (37.7092846 55.6246775)";"OpenStreetMap"
"1831";"sports_centre";"POINT (37.631696 55.6786415)";"OpenStreetMap"
"1832";"sports_centre";"POINT (37.6332423 55.6741641)";"OpenStreetMap"
"1833";"sports_centre";"POINT (37.6338587 55.6704791)";"OpenStreetMap"
"1834";"sports_centre";"POINT (37.6926256 55.6384628)";"OpenStreetMap"
"1835";"fitness_station";"POINT (37.2323683 55.8139111)";"OpenStreetMap"
"1836";"sports_centre";"POINT (37.9536049 55.7990458)";"OpenStreetMap"
"1837";"playground";"POINT (37.0605179 56.0890399)";"OpenStreetMap"
"1838";"playground";"POINT (37.0633452 56.0894208)";"OpenStreetMap"
"1839";"playground";"POINT (37.0637349 56.080862)";"OpenStreetMap"
"1840";"playground";"POINT (37.0630194 56.0814669)";"OpenStreetMap"
"1841";"sports_centre";"POINT (38.3871874 55.169744)";"OpenStreetMap"
"1842";"playground";"POINT (37.0691135 56.0799031)";"OpenStreetMap"
"1843";"playground";"POINT (37.0663163 56.0804124)";"OpenStreetMap"
"1844";"fitness_centre";"POINT (37.9798172 55.6307453)";"OpenStreetMap"
"1845";"playground";"POINT (37.473442 55.7747576)";"OpenStreetMap"
"1846";"playground";"POINT (37.4976333 55.8635826)";"OpenStreetMap"
"1847";"playground";"POINT (37.4896298 55.865467)";"OpenStreetMap"
"1848";"playground";"POINT (37.0651178 56.0674976)";"OpenStreetMap"
"1849";"fitness_station";"POINT (37.0666339 56.0682852)";"OpenStreetMap"
"1850";"playground";"POINT (37.0619954 56.0686878)";"OpenStreetMap"
"1851";"playground";"POINT (37.0628568 56.0690065)";"OpenStreetMap"
"1852";"playground";"POINT (37.0617595 56.069505)";"OpenStreetMap"
"1853";"playground";"POINT (37.0637457 56.0697917)";"OpenStreetMap"
"1854";"playground";"POINT (37.0622448 56.0700587)";"OpenStreetMap"
"1855";"playground";"POINT (37.3210625 55.8173998)";"OpenStreetMap"
"1856";"playground";"POINT (38.0552643 55.9008513)";"OpenStreetMap"
"1857";"playground";"POINT (38.0549505 55.906389)";"OpenStreetMap"
"1858";"sports_centre";"POINT (37.3427984 55.8146289)";"OpenStreetMap"
"1859";"playground";"POINT (38.0529396 55.9091789)";"OpenStreetMap"
"1860";"playground";"POINT (38.0574179 55.9102983)";"OpenStreetMap"
"1861";"playground";"POINT (37.8484692 55.7707487)";"OpenStreetMap"
"1862";"playground";"POINT (37.8498156 55.7711817)";"OpenStreetMap"
"1863";"playground";"POINT (37.847348 55.7689426)";"OpenStreetMap"
"1864";"playground";"POINT (37.8508757 55.772328)";"OpenStreetMap"
"1865";"sports_centre";"POINT (37.9118391 55.5748456)";"OpenStreetMap"
"1866";"playground";"POINT (37.2501368 55.6915612)";"OpenStreetMap"
"1867";"fitness_station";"POINT (37.2500499 55.6916003)";"OpenStreetMap"
"1868";"dog_park";"POINT (37.65885 55.808838)";"OpenStreetMap"
"1869";"playground";"POINT (38.0735451 56.0170383)";"OpenStreetMap"
"1870";"playground";"POINT (37.5939057 55.7569406)";"OpenStreetMap"
"1871";"playground";"POINT (37.069238 56.06415)";"OpenStreetMap"
"1872";"playground";"POINT (37.0733106 56.0649883)";"OpenStreetMap"
"1873";"playground";"POINT (37.0720552 56.0654144)";"OpenStreetMap"
"1874";"playground";"POINT (37.0709838 56.0657517)";"OpenStreetMap"
"1875";"playground";"POINT (37.071096 56.066514)";"OpenStreetMap"
"1876";"playground";"POINT (37.4949743 55.8625283)";"OpenStreetMap"
"1877";"playground";"POINT (37.8548168 55.7108061)";"OpenStreetMap"
"1878";"sports_centre";"POINT (37.586159 55.7743824)";"OpenStreetMap"
"1879";"playground";"POINT (37.5913438 55.7552103)";"OpenStreetMap"
"1880";"fitness_station";"POINT (37.570376 55.6818365)";"OpenStreetMap"
"1881";"pitch";"POINT (37.5664643 55.6663879)";"OpenStreetMap"
"1882";"playground";"POINT (38.3769187 56.0067102)";"OpenStreetMap"
"1883";"playground";"POINT (37.8670673 55.7819965)";"OpenStreetMap"
"1884";"playground";"POINT (37.3184293 55.8411384)";"OpenStreetMap"
"1885";"playground";"POINT (37.6594865 55.7260189)";"OpenStreetMap"
"1886";"playground";"POINT (37.6606452 55.7233392)";"OpenStreetMap"
"1887";"playground";"POINT (37.6627051 55.7239041)";"OpenStreetMap"
"1888";"playground";"POINT (37.6598084 55.7244087)";"OpenStreetMap"
"1889";"playground";"POINT (37.661702 55.7258558)";"OpenStreetMap"
"1890";"playground";"POINT (37.6597923 55.7253996)";"OpenStreetMap"
"1891";"playground";"POINT (37.6611012 55.7264902)";"OpenStreetMap"
"1892";"playground";"POINT (37.6606774 55.726324)";"OpenStreetMap"
"1893";"sports_centre";"POINT (37.7095356 55.817648)";"OpenStreetMap"
"1894";"pitch";"POINT (37.6588767 55.7660311)";"OpenStreetMap"
"1895";"playground";"POINT (37.8823477 55.7162291)";"OpenStreetMap"
"1896";"playground";"POINT (37.8959921 55.7185945)";"OpenStreetMap"
"1897";"playground";"POINT (37.5140767 55.6460164)";"OpenStreetMap"
"1898";"playground";"POINT (38.2648873 55.427786)";"OpenStreetMap"
"1899";"playground";"POINT (37.4769381 55.8522752)";"OpenStreetMap"
"1900";"playground";"POINT (37.559313 55.8001989)";"OpenStreetMap"
"1901";"playground";"POINT (38.1894391 55.5026416)";"OpenStreetMap"
"1902";"playground";"POINT (37.656399 55.889203)";"OpenStreetMap"
"1903";"playground";"POINT (37.567645 55.7020164)";"OpenStreetMap"
"1904";"playground";"POINT (37.6986235 55.6237069)";"OpenStreetMap"
"1905";"playground";"POINT (37.506127 55.4365964)";"OpenStreetMap"
"1906";"playground";"POINT (37.5307658 55.4355952)";"OpenStreetMap"
"1907";"playground";"POINT (37.7043171 55.7346201)";"OpenStreetMap"
"1908";"playground";"POINT (37.3109103 55.8131221)";"OpenStreetMap"
"1909";"sports_centre";"POINT (37.5011541 55.8580565)";"OpenStreetMap"
"1910";"sports_centre";"POINT (37.2323468 56.0396371)";"OpenStreetMap"
"1911";"playground";"POINT (37.2303577 56.0421963)";"OpenStreetMap"
"1912";"sports_centre";"POINT (37.8598427 55.6725825)";"OpenStreetMap"
"1913";"sauna";"POINT (37.3160176 55.8126852)";"OpenStreetMap"
"1914";"playground";"POINT (37.6208578 55.7240746)";"OpenStreetMap"
"1915";"playground";"POINT (37.6576527 55.7394384)";"OpenStreetMap"
"1916";"playground";"POINT (37.7472013 55.7828765)";"OpenStreetMap"
"1917";"pitch";"POINT (37.6545849 55.7387912)";"OpenStreetMap"
"1918";"playground";"POINT (37.4998797 55.863397)";"OpenStreetMap"
"1919";"playground";"POINT (37.6572361 55.7359584)";"OpenStreetMap"
"1920";"sauna";"POINT (38.2106827 55.5827267)";"OpenStreetMap"
"1921";"playground";"POINT (37.7780961 55.7510319)";"OpenStreetMap"
"1922";"playground";"POINT (37.4019756 55.8537659)";"OpenStreetMap"
"1923";"playground";"POINT (37.6973036 55.618334)";"OpenStreetMap"
"1924";"playground";"POINT (38.2304788 55.5765108)";"OpenStreetMap"
"1925";"playground";"POINT (37.137258 56.0713034)";"OpenStreetMap"
"1926";"playground";"POINT (37.1273522 56.0749765)";"OpenStreetMap"
"1927";"playground";"POINT (37.5691083 55.6940328)";"OpenStreetMap"
"1928";"playground";"POINT (37.6591308 55.7068741)";"OpenStreetMap"
"1929";"playground";"POINT (37.6607544 55.7077265)";"OpenStreetMap"
"1930";"picnic_table";"POINT (37.4781661 55.7496597)";"OpenStreetMap"
"1931";"sports_centre";"POINT (38.2179742 55.5777899)";"OpenStreetMap"
"1932";"playground";"POINT (37.7064333 55.7644213)";"OpenStreetMap"
"1933";"playground";"POINT (37.7085229 55.7647623)";"OpenStreetMap"
"1934";"playground";"POINT (37.7086829 55.7640469)";"OpenStreetMap"
"1935";"playground";"POINT (37.7040881 55.7611439)";"OpenStreetMap"
"1936";"playground";"POINT (37.2353742 56.0378416)";"OpenStreetMap"
"1937";"sports_centre";"POINT (37.7054237 55.7660534)";"OpenStreetMap"
"1938";"playground";"POINT (37.7048374 55.766813)";"OpenStreetMap"
"1939";"playground";"POINT (37.2589016 55.8461018)";"OpenStreetMap"
"1940";"playground";"POINT (38.2011071 55.5736064)";"OpenStreetMap"
"1941";"playground";"POINT (37.6363732 55.7605657)";"OpenStreetMap"
"1942";"playground";"POINT (37.7084444 55.624269)";"OpenStreetMap"
"1943";"pitch";"POINT (37.6846393 55.6128999)";"OpenStreetMap"
"1944";"pitch";"POINT (37.6838241 55.6129422)";"OpenStreetMap"
"1945";"pitch";"POINT (37.6844605 55.6130714)";"OpenStreetMap"
"1946";"pitch";"POINT (37.6836578 55.6130925)";"OpenStreetMap"
"1947";"pitch";"POINT (37.6843357 55.6132076)";"OpenStreetMap"
"1948";"pitch";"POINT (37.6841473 55.6133841)";"OpenStreetMap"
"1949";"pitch";"POINT (37.6843241 55.6135154)";"OpenStreetMap"
"1950";"picnic_table";"POINT (37.41446 55.79548)";"OpenStreetMap"
"1951";"dog_park";"POINT (37.6236236 55.6667086)";"OpenStreetMap"
"1952";"playground";"POINT (37.5376791 55.8079619)";"OpenStreetMap"
"1953";"playground";"POINT (37.5341921 55.8080782)";"OpenStreetMap"
"1954";"playground";"POINT (37.5371914 55.8082728)";"OpenStreetMap"
"1955";"playground";"POINT (37.5374187 55.807224)";"OpenStreetMap"
"1956";"playground";"POINT (37.5362778 55.8074259)";"OpenStreetMap"
"1957";"playground";"POINT (37.5382069 55.8076632)";"OpenStreetMap"
"1958";"playground";"POINT (37.5362964 55.8094023)";"OpenStreetMap"
"1959";"playground";"POINT (37.5385248 55.8103371)";"OpenStreetMap"
"1960";"playground";"POINT (37.5347721 55.8047134)";"OpenStreetMap"
"1961";"playground";"POINT (37.5338429 55.8053738)";"OpenStreetMap"
"1962";"playground";"POINT (37.5357924 55.8060298)";"OpenStreetMap"
"1963";"playground";"POINT (37.532473 55.8073876)";"OpenStreetMap"
"1964";"playground";"POINT (37.5323424 55.806195)";"OpenStreetMap"
"1965";"playground";"POINT (37.5322346 55.8068285)";"OpenStreetMap"
"1966";"playground";"POINT (37.5443034 55.7963869)";"OpenStreetMap"
"1967";"playground";"POINT (37.5457342 55.7980432)";"OpenStreetMap"
"1968";"playground";"POINT (37.5445542 55.7973284)";"OpenStreetMap"
"1969";"playground";"POINT (37.5343275 55.8066718)";"OpenStreetMap"
"1970";"playground";"POINT (37.5472884 55.7975036)";"OpenStreetMap"
"1971";"playground";"POINT (37.4558022 55.6964767)";"OpenStreetMap"
"1972";"playground";"POINT (37.546514 55.7966538)";"OpenStreetMap"
"1973";"playground";"POINT (37.5463775 55.7979801)";"OpenStreetMap"
"1974";"playground";"POINT (37.8576994 55.7678771)";"OpenStreetMap"
"1975";"playground";"POINT (37.8523805 55.7642044)";"OpenStreetMap"
"1976";"playground";"POINT (37.5022566 55.6773321)";"OpenStreetMap"
"1977";"playground";"POINT (37.4951947 55.845102)";"OpenStreetMap"
"1978";"sports_centre";"POINT (38.0003703 55.752559)";"OpenStreetMap"
"1979";"playground";"POINT (37.4924781 55.846297)";"OpenStreetMap"
"1980";"playground";"POINT (37.4970021 55.8462822)";"OpenStreetMap"
"1981";"playground";"POINT (37.4833643 55.8464219)";"OpenStreetMap"
"1982";"playground";"POINT (37.4895978 55.8386223)";"OpenStreetMap"
"1983";"playground";"POINT (37.8609531 55.7484205)";"OpenStreetMap"
"1984";"playground";"POINT (37.7850787 55.761326)";"OpenStreetMap"
"1985";"garden";"POINT (37.4010281 55.8589809)";"OpenStreetMap"
"1986";"playground";"POINT (38.4437323 55.4608153)";"OpenStreetMap"
"1987";"playground";"POINT (37.967884 55.7275175)";"OpenStreetMap"
"1988";"playground";"POINT (38.0624479 55.7025421)";"OpenStreetMap"
"1989";"picnic_table";"POINT (38.5096569 56.103918)";"OpenStreetMap"
"1990";"picnic_table";"POINT (38.5095183 56.1039945)";"OpenStreetMap"
"1991";"playground";"POINT (38.3085979 55.659064)";"OpenStreetMap"
"1992";"playground";"POINT (37.0794188 55.880003)";"OpenStreetMap"
"1993";"pitch";"POINT (37.5776114 55.6339075)";"OpenStreetMap"
"1994";"playground";"POINT (36.9993277 55.3080185)";"OpenStreetMap"
"1995";"playground";"POINT (36.9972182 55.3083027)";"OpenStreetMap"
"1996";"sports_centre";"POINT (37.6556377 55.8148531)";"OpenStreetMap"
"1997";"playground";"POINT (37.2938316 55.6638273)";"OpenStreetMap"
"1998";"playground";"POINT (37.4715621 55.6203026)";"OpenStreetMap"
"1999";"playground";"POINT (37.4774714 55.4621902)";"OpenStreetMap"
"2000";"fitness_station";"POINT (37.8046415 55.7767887)";"OpenStreetMap"
"2001";"fitness_centre";"POINT (37.5410337 55.8627265)";"OpenStreetMap"
"2002";"picnic_table";"POINT (37.7340972 55.9527142)";"OpenStreetMap"
"2003";"playground";"POINT (37.5455189 55.6203664)";"OpenStreetMap"
"2004";"picnic_table";"POINT (37.5671876 55.6458228)";"OpenStreetMap"
"2005";"playground";"POINT (37.610979 55.786829)";"OpenStreetMap"
"2006";"playground";"POINT (37.60753 55.783106)";"OpenStreetMap"
"2007";"playground";"POINT (38.2856036 55.5520717)";"OpenStreetMap"
"2008";"fitness_station";"POINT (37.5695733 55.8996364)";"OpenStreetMap"
"2009";"pitch";"POINT (37.5723438 55.8993222)";"OpenStreetMap"
"2010";"pitch";"POINT (37.5729103 55.8991093)";"OpenStreetMap"
"2011";"pitch";"POINT (37.5726776 55.898888)";"OpenStreetMap"
"2012";"playground";"POINT (37.9717971 55.7977371)";"OpenStreetMap"
"2013";"playground";"POINT (37.5720244 55.9001746)";"OpenStreetMap"
"2014";"picnic_table";"POINT (37.4807983 55.3344626)";"OpenStreetMap"
"2015";"picnic_table";"POINT (37.4651238 55.3390714)";"OpenStreetMap"
"2016";"fitness_station";"POINT (37.5754547 55.8961937)";"OpenStreetMap"
"2017";"pitch";"POINT (38.1999144 55.8699441)";"OpenStreetMap"
"2018";"playground";"POINT (38.0894016 55.6043213)";"OpenStreetMap"
"2019";"playground";"POINT (38.0886694 55.604562)";"OpenStreetMap"
"2020";"sports_centre";"POINT (38.4444769 55.8528614)";"OpenStreetMap"
"2021";"playground";"POINT (38.4289427 55.8485521)";"OpenStreetMap"
"2022";"playground";"POINT (36.8040521 55.8120729)";"OpenStreetMap"
"2023";"playground";"POINT (37.5839426 55.7723175)";"OpenStreetMap"
"2024";"playground";"POINT (36.8756769 55.6796213)";"OpenStreetMap"
"2025";"playground";"POINT (36.9656972 55.643844)";"OpenStreetMap"
"2026";"playground";"POINT (38.9601445 55.7366223)";"OpenStreetMap"
"2027";"playground";"POINT (38.9586641 55.7368879)";"OpenStreetMap"
"2028";"playground";"POINT (38.95752 55.7361911)";"OpenStreetMap"
"2029";"playground";"POINT (38.9561657 55.7357284)";"OpenStreetMap"
"2030";"playground";"POINT (38.9542977 55.7356074)";"OpenStreetMap"
"2031";"playground";"POINT (38.9532796 55.7369562)";"OpenStreetMap"
"2032";"playground";"POINT (38.9542183 55.7325232)";"OpenStreetMap"
"2033";"playground";"POINT (38.9571697 55.7356258)";"OpenStreetMap"
"2034";"playground";"POINT (38.9595234 55.7349974)";"OpenStreetMap"
"2035";"playground";"POINT (37.7255993 55.6865971)";"OpenStreetMap"
"2036";"playground";"POINT (38.9536225 55.7335007)";"OpenStreetMap"
"2037";"playground";"POINT (38.9548471 55.7344253)";"OpenStreetMap"
"2038";"fitness_centre";"POINT (37.5162643 55.6815512)";"OpenStreetMap"
"2039";"park";"POINT (37.250364 55.6907291)";"OpenStreetMap"
"2040";"playground";"POINT (38.9577557 55.7224921)";"OpenStreetMap"
"2041";"playground";"POINT (38.9579845 55.7219318)";"OpenStreetMap"
"2042";"pitch";"POINT (38.9534825 55.7376641)";"OpenStreetMap"
"2043";"playground";"POINT (38.9526508 55.7375964)";"OpenStreetMap"
"2044";"sports_centre";"POINT (37.4789362 55.6626659)";"OpenStreetMap"
