"id";"geom";"address";"is_locked";"station_type";"totalplaces";"rides_per_day"
"360";"POINT (37.535463 55.693257)";"пл. Джавахарлала Неру, д.1 (ст. м. Университет, выход №2)";"False";"Велосипед";"30";
"463";"POINT (37.6501702 55.7763965)";"ул. Каланчёвская, д.10, стр.3";"False";"Велосипед";"12";
"385";"POINT (37.4953587 55.6440884)";"ул. Островитянова, д.7";"False";"Велосипед";"12";
"476";"POINT (37.64044 55.81938)";"пр-т Мира, д.142, стр.2 (ст. м. ВДНХ, выход к ул. Кибальчича)";"False";"Велосипед";"15";
"371";"POINT (37.5595989 55.6608021)";"ул. Новочерёмушкинская, д.71/32";"False";"Велосипед";"12";
"492";"POINT (37.6994467 55.7943402)";"ул. Стромынка, д.20 (Технологический университет)";"False";"Велосипед";"21";
"655";"POINT (37.692317 55.775968)";"ул. Большая Почтовая, д.7, стр. 1";"False";"Велосипед";"15";
"41";"POINT (37.634688 55.754015)";"Славянская площадь (напротив д.2)";"False";"Велосипед";"15";
"46";"POINT (37.6043076 55.7657169)";"ул. Тверская, д.18";"False";"Велосипед";"18";
"439";"POINT (37.6320952 55.7761657)";"пр-т Мира, д.11";"False";"Велосипед";"12";
"224";"POINT (37.5465367 55.748965)";"Краснопресненская наб., д.14, стр.1";"False";"Велосипед";"21";
"157";"POINT (37.6048252 55.731981)";"ул. Крымский Вал, д.9, стр.1 (напротив входа в Парк Горького)";"False";"Велосипед";"44";
"336";"POINT (37.5323146 55.6505176)";"ул. Профсоюзная, д.88/20";"False";"Велосипед";"12";
"413";"POINT (37.6044645 55.7896632)";"ул. Новосущёвская, д.22, стр.8";"False";"Велосипед";"12";
"606";"POINT (37.670731 55.725931)";"1-я Дубровская ул., д.7/10";"False";"Велосипед";"15";
"260";"POINT (37.6250142 55.7266781)";"ул. Б.Серпуховская, д. 22/21, стр.3 (ст. м. Серпуховская)";"False";"Велосипед";"12";
"308";"POINT (37.579688 55.7015839)";"ул. Вавилова, д.17";"False";"Велосипед";"12";
"423";"POINT (37.6155506 55.8032637)";"ул. Шереметьевская, д.27";"False";"Велосипед";"12";
"100";"POINT (37.5937289 55.7351049)";"Зубовский б-р, д.5, стр.1 (ст. м. Парк Культуры)";"False";"Велосипед";"42";
"313";"POINT (37.550374 55.691214)";"Ленинский пр-т, д.66";"False";"Велосипед";"12";
"150";"POINT (37.629933 55.730521)";"ул. Валовая, д.20";"False";"Велосипед";"12";
"442";"POINT (37.6347031 55.7865412)";"пр-т Мира, д.69, стр.1";"False";"Велосипед";"12";
"12";"POINT (37.621486 55.768003)";"Цветной б-р (напротив д.1, ст. м. Трубная)";"False";"Велосипед";"12";
"479";"POINT (37.6669605 55.7916073)";"ул. Сокольнический Вал (напротив д.28, стр.1)";"False";"Велосипед";"12";
"248";"POINT (37.5572575 55.746226)";"ул. Б. Дорогомиловская, д.7/2";"False";"Велосипед";"12";
"421";"POINT (37.6170397 55.787541)";"ул. Советской Армии, д.8";"False";"Велосипед";"12";
"411";"POINT (37.6144726 55.7817849)";"ул. Селезнёвская, д.29, стр.1 (ст. м. Достоевская)";"False";"Велосипед";"12";
"392";"POINT (37.513659 55.717902)";"ул. Улофа Пальме, д.1";"False";"Велосипед";"12";
"24";"POINT (37.6386809 55.7478923)";"Москворецкая наб., д.2А";"False";"Велосипед";"15";
"429";"POINT (37.63324 55.7904)";"ул. Трифоновская, д.61, к.1";"False";"Велосипед";"12";
"425";"POINT (37.5504943 55.8736631)";"Бескудниковский б-р, д.35, стр.1";"True";"Велосипед";"15";
"495";"POINT (37.71599 55.7907)";"ул. Преображенский Вал, д.24, к.3";"False";"Велосипед";"12";
"141";"POINT (37.6580268 55.7569598)";"ул. Земляной Вал, д.33";"False";"Велосипед";"12";
"154";"POINT (37.610612 55.728329)";"Ленинский пр-т, д. 4 (у главного входа в МИСИС)";"False";"Велосипед";"18";
"234";"POINT (37.581862 55.769853)";"ул. Большая Грузинская, д.39";"False";"Велосипед";"12";
"434";"POINT (37.6363469 55.8016402)";"пр-т Мира, д.102, к.2";"False";"Велосипед";"18";
"316";"POINT (37.6002317 55.7210015)";"Ленинский пр-т, д.15А";"False";"Велосипед";"18";
"211";"POINT (37.5611711 55.7113296)";"ст. м. Воробьёвы горы (Лужники)";"True";"Велосипед";"48";
"403";"POINT (37.599413 55.774431)";"ул. Фадеева, д.4";"False";"Велосипед";"12";
"474";"POINT (37.6341961 55.823283)";"1-я Останкинская ул, д.55";"False";"Велосипед";"12";
"256";"POINT (37.5340619 55.7396177)";"Кутузовский пр-т, д.37 (ст.м. Кутузовская)";"False";"Велосипед";"27";
"654";"POINT (37.6698876 55.7655969)";"Токмаков пер., д.12/20";"False";"Велосипед";"15";
"33";"POINT (37.61731 55.763407)";"Столешников пер. (напротив д.11)";"False";"Велосипед";"10";
"530";"POINT (37.56302 55.8031)";"Петровско-Разумовский пр-д, д.24, к.4";"False";"Велосипед";"15";
"536";"POINT (37.64784 55.82637)";"пр-т Мира, д.182";"False";"Велосипед";"15";
"449";"POINT (37.6468 55.81665)";"ул. Кибальчича, д.9";"False";"Велосипед";"15";
"520";"POINT (37.55936 55.78894)";"ст. м. Динамо (южный выход)";"False";"Велосипед";"21";
"380";"POINT (37.5006237 55.6533607)";"ул. Миклухо-Маклая, д.6";"False";"Велосипед";"12";
"130";"POINT (37.649046 55.768248)";"Хоромный туп, д.2/6 (ст. м. Красные Ворота)";"False";"Велосипед";"24";
"148";"POINT (37.6358074 55.7310887)";"ул. Новокузнецкая, д.43/16, стр.1 (ст. м. Павелецкая (кольцевая))";"False";"Велосипед";"12";
"270";"POINT (37.60758 55.71573)";"ул. Шаболовка, д.43, стр.5";"False";"Велосипед";"12";
"486";"POINT (37.66289 55.82139)";"ул. Космонавтов, д.19";"False";"Велосипед";"15";
"435";"POINT (37.6376553 55.807908)";"пр-т Мира, д.114Б, стр.2 (ст. м. Алексеевская)";"False";"Велосипед";"24";
"387";"POINT (37.5205529 55.6337498)";"ул. Профсоюзная, д.109, Вс.1 (ст. м. Коньково, выход №10)";"False";"Велосипед";"12";"20"
"414";"POINT (37.6098375 55.7892041)";"ул. Образцова, д.19А";"False";"Велосипед";"12";"26"
"3";"POINT (37.6005927778 55.7509180556)";"Гоголевский б-р (напротив д.33)";"False";"Велосипед";"12";"43"
"7";"POINT (37.6086772 55.7574181)";"Газетный пер., д.6";"False";"Велосипед";"30";"30"
"9";"POINT (37.6052356 55.7646115)";"Тверской б-р (напротив д.28)";"False";"Велосипед";"20";"111"
"10";"POINT (37.6094894444 55.7667105556)";"Страстной б-р (напротив д.8А)";"False";"Велосипед";"14";"62"
"18";"POINT (37.645665 55.760381)";"Чистопрудный б-р (напротив д.12, стр.1)";"False";"Велосипед";"14";"84"
"21";"POINT (37.6473502778 55.7533283333)";"Покровский б-р (напротив д.18, стр.18)";"False";"Велосипед";"8";"32"
"200";"POINT (37.596925 55.7335583333)";"Фрунзенская наб. (напротив д.4)";"False";"Велосипед";"16";"113"
"201";"POINT (37.5898638889 55.7257472222)";"Фрунзенская наб. (пересеч. с 1-ой Фрунзенской ул.)";"False";"Велосипед";"32";"86"
"204";"POINT (37.5864 55.72175)";"Фрунзенская наб. (пересеч. со 2-й Фрунзенской ул.)";"False";"Велосипед";"12";"54"
"206";"POINT (37.5834861111 55.7191972222)";"Фрунзенская наб. (пересеч. с 3-ей Фрунзенской ул.)";"False";"Велосипед";"14";"54"
"207";"POINT (37.5779888889 55.7155083333)";"Фрунзенская наб, д. 54 (пересеч. с ул. Хамовнический Вал)";"False";"Велосипед";"32";"79"
"210";"POINT (37.5695222222 55.7125583333)";"Лужнецкая наб. (пересеч. с Новолужнецким пр.)";"False";"Велосипед";"45";"117"
"203";"POINT (37.579058 55.724242)";"Комсомольский пр-т (пересеч. со 2-ой Фрунзенской ул.)";"False";"Велосипед";"9";"26"
"205";"POINT (37.575858 55.721972)";"Комсомольский пр-т (пересеч. с 3-ей Фрунзенской ул.)";"False";"Велосипед";"12";"41"
"216";"POINT (37.581356 55.736464)";"ул. Большая Пироговская (напротив д.6/25)";"False";"Велосипед";"12";"31"
"215";"POINT (37.575489 55.733867)";"ул. Большая Пироговская (напротив д.15/18, стр.1)";"False";"Велосипед";"21";"45"
"218";"POINT (37.580778 55.726481)";"Комсомольский пр-т, д.28 (ст. м. Фрунзенская)";"False";"Велосипед";"24";"62"
"214";"POINT (37.569297 55.731139)";"ул. Большая Пироговская, д.2, стр.4";"False";"Велосипед";"12";"25"
"213";"POINT (37.559608 55.726908)";"ул. Большая Пироговская (на площади Новодевичьего Монастыря)";"False";"Велосипед";"18";"24"
"219";"POINT (37.570481 55.719322)";"Комсомольский пр-т, д.48/22 (дублёр, пересеч. с ул. Хамовнический Вал)";"False";"Велосипед";"12";"19"
"120";"POINT (37.614186 55.773194)";"ул. Садовая-Самотечная, д.8";"False";"Велосипед";"18";"37"
"431";"POINT (37.6225279 55.7861479)";"Олимпийский пр-т, д.22";"False";"Велосипед";"12";"25"
"451";"POINT (37.6365455 55.837238)";"ул. Сельскохозяйственная, д.17, к.1";"False";"Велосипед";"12";"18"
"430";"POINT (37.6225146 55.7791071)";"Олимпийский пр-т, д.14";"False";"Велосипед";"12";"31"
"396";"POINT (37.5953863 55.6794909)";"ул. Дмитрия Ульянова, д.46";"False";"Велосипед";"12";"22"
"337";"POINT (37.5341468 55.668303)";"ул. Академика Пилюгина, д.18";"False";"Велосипед";"12";"20"
"208";"POINT (37.565242 55.723833)";"ул. 10-летия Октября (напротив д.29, к.3, ст. м. Спортивная, выход №2)";"False";"Велосипед";"18";"35"
"350";"POINT (37.562443 55.691614)";"ул. Вавилова, д.55/7";"False";"Велосипед";"15";"54"
"23";"POINT (37.632794 55.749635)";"Москворецкая наб. (Китайгородский пр., д.9, стр.2)";"False";"Велосипед";"21";"26"
"77";"POINT (37.628275 55.737812)";"ул. Пятницкая, д.42";"True";"Велосипед";"10";"29"
"73";"POINT (37.6195157 55.7362414)";"ул. Большая Полянка, д.33/41, стр.1";"False";"Велосипед";"12";"50"
"365";"POINT (37.5326129 55.6787267)";"ул. Гарибальди, д.1А";"False";"Велосипед";"12";"23"
"367";"POINT (37.5766175 55.6620326)";"Севастопольский пр-т, д.28, к.4";"False";"Велосипед";"12";"26"
"368";"POINT (37.6080312 55.6592363)";"Симферопольский б-р, д.4";"False";"Велосипед";"12";"18"
"29";"POINT (37.60962 55.762079)";"ул. Тверская, д.8";"False";"Велосипед";"20";"40"
"357";"POINT (37.523769 55.699342)";"Ломоносовский пр-т (дублёр), д.27";"False";"Велосипед";"12";"21"
"43";"POINT (37.59311 55.763584)";"Большой Патриарший пер., д.7";"False";"Велосипед";"12";"55"
"372";"POINT (37.5704328 55.656695)";"ул. Каховка, д.29А";"False";"Велосипед";"12";"39"
"374";"POINT (37.5529893 55.6512748)";"ул. Обручева, д.33А";"False";"Велосипед";"12";"28"
"375";"POINT (37.5639941 55.6502405)";"ул. Обручева, д.65/54";"False";"Велосипед";"12";"38"
"420";"POINT (37.6163822 55.785259)";"ул. Советской Армии, д.2, стр.1";"False";"Велосипед";"12";"16"
"441";"POINT (37.6317848 55.7815506)";"пр-т Мира, д.41, стр.2";"False";"Велосипед";"12";"47"
"470";"POINT (37.623526 55.8217153)";"ул. Академика Королёва, д.8А";"False";"Велосипед";"12";"49"
"480";"POINT (37.5807216 55.8205976)";"ул. Яблочкова, д.18";"False";"Велосипед";"12";"26"
"481";"POINT (37.5805768 55.8278585)";"ул. Милашенкова, д.12Д";"False";"Велосипед";"12";"29"
"389";"POINT (37.4954392 55.6558941)";"ул. 26-ти Бакинских Комиссаров, д.2Б";"False";"Велосипед";"12";"25"
"464";"POINT (37.6010653 55.8302838)";"ул. Ботаническая, д.4, стр.6";"False";"Велосипед";"33";"82"
"465";"POINT (37.617075 55.8243764)";"1-я Останкинская ул., д.1";"False";"Велосипед";"24";"50"
"80";"POINT (37.6265178 55.7456921)";"ул. Пятницкая, д.2/38";"False";"Велосипед";"12";"54"
"81";"POINT (37.6333164 55.7398418)";"ул. Большая Татарская, д.19/13";"False";"Велосипед";"12";"22"
"85";"POINT (37.645458 55.7483533)";"Котельническая наб., д.1";"False";"Велосипед";"12";"26"
"407";"POINT (37.6079968 55.7806984)";"ул. Селезнёвская, д.28";"False";"Велосипед";"12";"23"
"324";"POINT (37.5091053 55.6638804)";"ул. Лобачевского, д.2, стр.1";"False";"Велосипед";"10";"14"
"323";"POINT (37.58531 55.70674)";"ст. м. Ленинский проспект (южный вестибюль)";"False";"Велосипед";"24";"52"
"49";"POINT (37.641517 55.76728)";"ул. Мясницкая, д.39, стр.1";"False";"Велосипед";"10";"11"
"422";"POINT (37.6158903 55.792512)";"ул. Советской Армии, д.17/52";"False";"Велосипед";"12";"25"
"31";"POINT (37.616547 55.759165)";"ул. Большая Дмитровка, д.2";"False";"Велосипед";"12";"38"
"39";"POINT (37.642574 55.759038)";"ул. Покровка, д.7/9-11";"False";"Велосипед";"22";"52"
"58";"POINT (37.654944 55.750628)";"Серебряническая наб., д.29";"False";"Велосипед";"12";"16"
"349";"POINT (37.535522 55.706203)";"Университетская пл. (напротив ГЗ МГУ)";"True";"Велосипед";"24";"70"
"318";"POINT (37.5731731 55.7032184)";"Ленинский пр-т, д.45";"False";"Велосипед";"12";"28"
"332";"POINT (37.5529925 55.6689814)";"ул. Профсоюзная, д.58/32, к.2 (ст. м. Новые Черёмушки, выход №3)";"False";"Велосипед";"24";"76"
"443";"POINT (37.636561 55.8086515)";"пр-т Мира, д.97";"False";"Велосипед";"12";"40"
"393";"POINT (37.5708842 55.6748694)";"Нахимовский пр-т, д.45, стр.1";"False";"Велосипед";"12";"39"
"19";"POINT (37.647211 55.757313)";"Покровский б-р (напротив д.8, стр.1)";"False";"Велосипед";"8";"23"
"30";"POINT (37.612442 55.759361)";"Камергерский пер., д.4";"False";"Велосипед";"14";"56"
"386";"POINT (37.520142 55.6345077)";"ул. Островитянова, д.29/120 (ст. м. Коньково, выход №8)";"False";"Велосипед";"12";"22"
"27";"POINT (37.6046504 55.7566653)";"ул. Большая Никитская (напротив д.13)";"False";"Велосипед";"12";"32"
"59";"POINT (37.612528 55.730772)";"ул. Большая Якиманка, д.16 (ст. м. Октябрьская (радиальная))";"False";"Велосипед";"30";"61"
"222";"POINT (37.558939 55.75685)";"ул. Мантулинская, д.2";"False";"Велосипед";"12";"37"
"388";"POINT (37.6192664 55.6452564)";"Варшавское ш., д.100";"False";"Велосипед";"12";"27"
"233";"POINT (37.587921 55.767711)";"ул. Гашека, д.2, стр.1";"False";"Велосипед";"12";"30"
"395";"POINT (37.5828562 55.6845728)";"ул. Дмитрия Ульянова, д.32А";"False";"Велосипед";"12";"46"
"325";"POINT (37.5942492 55.659118)";"ул. Болотниковская, д.34";"False";"Велосипед";"12";"20"
"244";"POINT (37.576753 55.740264)";"ул. Плющиха, д.39";"False";"Велосипед";"12";"32"
"356";"POINT (37.522672 55.701742)";"Ломоносовский пр-т (дублёр), пересечение с ул. Менделеева";"False";"Велосипед";"12";"35"
"228";"POINT (37.5457088 55.7575043)";"Шмитовский пр., д.16, стр.2";"False";"Велосипед";"12";"29"
"231";"POINT (37.5830376 55.7770608)";"пл. Тверская Застава, д.7";"False";"Велосипед";"27";"51"
"450";"POINT (37.6374584 55.8334316)";"ул. Сергея Эйзенштейна, д.8";"False";"Велосипед";"12";"24"
"50";"POINT (37.599867 55.752609)";"ул. Новый Арбат, д.1";"False";"Велосипед";"12";"40"
"34";"POINT (37.631618 55.766613)";"пл. Сретенские ворота (напротив д.1)";"False";"Велосипед";"15";"43"
"53";"POINT (37.584725 55.752153)";"ул. Новый Арбат, д.21";"False";"Велосипед";"12";"52"
"20";"POINT (37.648355 55.755462)";"Покровский б-р (напротив д.12, стр.1)";"False";"Велосипед";"8";"20"
"11";"POINT (37.613347 55.768066)";"Страстной б-р (напротив д.16)";"False";"Велосипед";"8";"48"
"56";"POINT (37.610828 55.745244)";"Берсеньевская наб., д.20/2 (Театр эстрады)";"False";"Велосипед";"24";"30"
"32";"POINT (37.615807 55.759865)";"ул. Большая Дмитровка, д.5/6, стр.5";"False";"Велосипед";"12";"31"
"75";"POINT (37.625638 55.740815)";"Климентовский пер., д.23, стр.1 (ст. м. Третьяковская)";"False";"Велосипед";"12";"113"
"217";"POINT (37.576903 55.730695)";"ул. Усачева, д.2, стр.1";"False";"Велосипед";"24";"24"
"70";"POINT (37.6202 55.743048)";"Лаврушинский пер. (напротив д.4, стр.1)";"True";"Велосипед";"12";"40"
"310";"POINT (37.578173 55.707107)";"Ленинский пр-т, д.34/1";"False";"Велосипед";"12";"23"
"122";"POINT (37.6212721 55.7730885)";"Цветной б-р., д.34, стр.1";"False";"Велосипед";"24";"63"
"78";"POINT (37.6276564 55.7353228)";"ул. Пятницкая, д.48, стр.1";"False";"Велосипед";"12";"56"
"302";"POINT (37.530764 55.6897298)";"пр-т Вернадского, д.11/19";"False";"Велосипед";"12";"42"
"303";"POINT (37.5045648 55.6765135)";"пр-т Вернадского, д.14";"False";"Велосипед";"12";"50"
"314";"POINT (37.529704 55.6780815)";"Ленинский пр-т, д.86";"False";"Велосипед";"12";"33"
"354";"POINT (37.5072476 55.7105268)";"Ломоносовский пр-т, д.43/40";"False";"Велосипед";"12";"33"
"361";"POINT (37.5521608 55.6846569)";"Ломоносовский пр-т, д.2/62, стр.8";"False";"Велосипед";"12";"26"
"114";"POINT (37.590813 55.766245)";"ул. Большая Садовая, д.1";"False";"Велосипед";"12";"24"
"108";"POINT (37.583633 55.756668)";"Новинский б-р, д.27, стр.2";"False";"Велосипед";"12";"28"
"125";"POINT (37.632814 55.772192)";"Большая Сухаревская пл., д.2 (ст. м. Сухаревская)";"False";"Велосипед";"24";"56"
"37";"POINT (37.639141 55.764719)";"Чистопрудный б-р (ст. м. Чистые пруды)";"False";"Велосипед";"24";"81"
"264";"POINT (37.6231799 55.7290315)";"ул. Люсиновская, д.2 (ст. м. Добрынинская)";"False";"Велосипед";"12";"43"
"355";"POINT (37.514291 55.705293)";"Ломоносовский пр-т, д.29, к.3 (ст. м. Ломоносовский пр-т, выход №2)";"False";"Велосипед";"12";"46"
"82";"POINT (37.615425 55.744008)";"Болотная пл. (напротив к/т Ударник)";"False";"Велосипед";"21";"42"
"466";"POINT (37.6391911 55.825363)";"Продольный пр-д (у главного входа ВДНХ)";"False";"Велосипед";"48";"103"
"330";"POINT (37.5701523 55.6843417)";"ул. Профсоюзная, д.7/12";"False";"Велосипед";"12";"39"
"410";"POINT (37.6089126 55.778327)";"2-й Щемиловский пер., д.14";"False";"Велосипед";"12";"25"
"358";"POINT (37.528489 55.698436)";"Ломоносовский пр-т (дублёр), пересечение с ул. Лебедева";"False";"Велосипед";"12";"41"
"391";"POINT (37.6066403 55.6636625)";"Нахимовский пр-т, д.11 (ст. м. Нахимовский пр-т, выход №4)";"False";"Велосипед";"12";"26"
"432";"POINT (37.6290169 55.7886534)";"ул. Щепкина, д.61/2, стр.22";"False";"Велосипед";"12";"28"
"326";"POINT (37.5807208 55.6534724)";"ул. Каховка, д.10/12, к.1";"False";"Велосипед";"12";"30"
"373";"POINT (37.5964086 55.6523999)";"ул. Азовская, д.24, корп.2 (ст. м. Каховская, выход №2)";"False";"Велосипед";"12";"64"
"247";"POINT (37.5728133 55.7403289)";"7-й Ростовский пер., д.11";"False";"Велосипед";"12";"42"
"483";"POINT (37.6591375 55.7766712)";"Комсомольская пл., д.5";"False";"Велосипед";"32";"32"
"341";"POINT (37.5943736 55.7098155)";"ул. Орджоникидзе, д.11, стр.1/2";"False";"Велосипед";"12";"36"
"378";"POINT (37.594296 55.636752)";"мкрн. Чертаново Северное, д.4, к.401";"False";"Велосипед";"12";"29"
"317";"POINT (37.587744 55.712075)";"Ленинский пр-т, д.33";"False";"Велосипед";"12";"47"
"334";"POINT (37.5256107 55.6420084)";"ул. Профсоюзная, д.104 (ст. м. Беляево, южный вестибюль)";"False";"Велосипед";"12";"44"
"209";"POINT (37.561961 55.721468)";"ст. м. Спортивная (выход №1)";"False";"Велосипед и электровелосипед";"48";
"250";"POINT (37.5393069 55.7481479)";"Пресненская наб., д.6, стр.2 (Москва-Сити, башня Империя)";"False";"Велосипед и электровелосипед";"33";
"245";"POINT (37.5693018 55.7421679)";"пл. Европы, д.2 (у пешеходного моста)";"False";"Велосипед и электровелосипед";"36";
"243";"POINT (37.5517684 55.7331476)";"Бережковская наб., д.20, стр.19";"False";"Велосипед и электровелосипед";"36";
"221";"POINT (37.563289 55.762772)";"ул. Красная Пресня, д.31";"False";"Велосипед и электровелосипед";"36";
"241";"POINT (37.5776708 55.7604391)";"ст. м. Краснопресненская";"False";"Велосипед и электровелосипед";"30";
"220";"POINT (37.567605 55.727227)";"ул. Усачева, д. 26 (Усачёвский рынок)";"False";"Велосипед и электровелосипед";"48";
"1013";"POINT (37.581359231571 55.76043778536)";"Баррикадная";"False";"Самокат";"30";
"1014";"POINT (37.637999693698 55.765240659949)";"Площадь Мясницкие ворота";"False";"Самокат";"20";
"1015";"POINT (37.638925911084 55.764458894838)";"Чистопрудный бульвар";"False";"Самокат";"21";
"1016";"POINT (37.62198100423 55.76776101583)";"Трубная площадь";"False";"Самокат";"28";
"1017";"POINT (37.637507706388 55.729910892875)";"Павелецкая площадь";"False";"Самокат";"23";
"1018";"POINT (37.6285823 55.7418067)";"Пятницкая";"False";"Самокат";"11";
"1019";"POINT (37.625744 55.74078)";"Климентовский переулок";"False";"Самокат";"20";
"1020";"POINT (37.619187 55.736413)";"Большая Полянка";"False";"Самокат";"20";
"1021";"POINT (37.601900108207 55.744828308417)";"Гоголевский бульвар";"False";"Самокат";"25";
"1022";"POINT (37.623993 55.761723)";"Кузнецкий Мост";"False";"Самокат";"21";
"1023";"POINT (37.616841468135 55.759086944615)";"Большая Дмитровка";"False";"Самокат";"24";
"1024";"POINT (37.63459553904 55.75394879513)";"Славянская площадь";"False";"Самокат";"22";
"1025";"POINT (37.408455357275 55.758301951547)";"Осенний Бульвар";"False";"Самокат";"36";
"1028";"POINT (37.512357425447 55.705814129895)";"Ломоносовский";"False";"Самокат";"37";
"1030";"POINT (37.418316 55.740212)";"Ельнинская";"False";"Самокат";"37";
"1031";"POINT (37.508217999889 55.677532132586)";"Проспект Вернадского";"False";"Самокат";"36";
"1034";"POINT (37.400426535626 55.804984977428)";"Строгинский Бульвар";"False";"Самокат";"42";
"1035";"POINT (37.529757789197 55.678129437365)";"Ленинский проспект";"False";"Самокат";"37";
"1036";"POINT (37.555574659235 55.670588094094)";"Черемушки";"False";"Самокат";"40";
"1037";"POINT (37.53738500923 55.69308489912)";"Университет";"False";"Самокат";"38";
